booking_id,guest_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,num_guests,booking_status
3293,8008,45,2321,2022-11-20,2022-12-11,2022-12-13,2,completed
3294,409,35,1771,2021-06-10,2021-08-06,2021-08-16,2,completed
3295,188,42,2137,2021-05-30,2021-06-04,2021-06-08,2,completed
3296,2925,6,265,2021-09-23,2021-11-21,2021-12-05,4,confirmed
3297,4837,5,223,2025-10-17,2025-11-30,2025-12-02,1,completed
3298,9009,25,1234,2025-05-29,2025-07-03,2025-07-05,2,completed
3299,1580,26,1297,2021-08-22,2021-10-15,2021-10-17,4,completed
3300,4131,18,894,2021-08-22,2021-08-25,2021-08-26,1,completed
3301,7047,30,1518,2023-09-01,2023-10-04,2023-10-11,2,completed
3302,1187,17,831,2024-01-15,2024-01-18,2024-01-19,1,completed
3303,8254,43,2211,2023-06-24,2023-08-23,2023-08-27,1,completed
3304,1716,42,2143,2023-07-02,2023-07-24,2023-07-25,3,completed
3305,7618,41,2126,2025-01-15,2025-02-24,2025-02-26,3,completed
3306,7371,38,1923,2025-11-05,2025-12-21,2025-12-23,4,cancelled
3307,5247,41,2107,2025-03-16,2025-04-23,2025-04-26,1,completed
3308,9554,49,2558,2024-11-14,2025-01-06,2025-01-10,4,completed
3309,8672,19,957,2024-12-17,2025-01-06,2025-01-13,1,cancelled
3310,8816,1,19,2022-09-27,2022-10-09,2022-10-14,2,completed
3311,407,17,863,2025-08-01,2025-08-02,2025-08-05,1,completed
3312,36,2,53,2023-02-15,2023-03-16,2023-03-26,3,completed
3313,7319,23,1133,2025-06-13,2025-07-22,2025-07-26,3,completed
3314,1465,28,1404,2023-12-15,2023-12-20,2023-12-21,2,confirmed
3315,3315,4,174,2025-08-21,2025-09-22,2025-09-27,4,cancelled
3316,2872,25,1247,2024-11-03,2024-11-04,2024-11-06,1,completed
3317,4231,36,1819,2023-12-01,2024-01-02,2024-01-09,1,completed
3318,1759,11,552,2023-01-04,2023-01-23,2023-01-26,2,completed
3319,985,26,1286,2024-09-28,2024-10-27,2024-11-01,2,completed
3320,1520,7,314,2023-06-06,2023-07-01,2023-07-02,1,completed
3321,9252,34,1725,2025-09-10,2025-10-09,2025-10-13,4,completed
3322,3818,59,3024,2021-09-12,2021-09-21,2021-09-22,4,completed
3323,3310,53,2724,2021-07-26,2021-08-23,2021-08-24,4,completed
3324,8752,27,1361,2024-07-18,2024-08-13,2024-08-16,3,completed
3325,1653,19,953,2025-10-27,2025-12-21,2025-12-23,3,completed
3326,7008,36,1840,2022-01-10,2022-01-28,2022-02-01,3,completed
3327,2825,21,1051,2023-05-26,2023-06-29,2023-07-06,4,completed
3328,7904,52,2689,2022-02-21,2022-03-29,2022-04-02,4,completed
3329,6321,3,126,2024-12-14,2025-01-25,2025-01-27,4,completed
3330,494,7,322,2024-08-22,2024-10-17,2024-10-21,1,completed
3331,7208,51,2653,2025-06-08,2025-07-19,2025-07-20,1,completed
3332,9993,25,1247,2021-09-05,2021-10-16,2021-10-18,4,completed
3333,2474,22,1113,2023-05-03,2023-05-08,2023-05-09,3,completed
3334,3768,15,770,2025-04-09,2025-05-04,2025-05-06,1,confirmed
3335,7118,12,628,2021-05-15,2021-06-28,2021-06-30,4,completed
3336,878,43,2207,2021-01-19,2021-02-24,2021-03-10,3,completed
3337,1374,41,2099,2022-06-06,2022-06-23,2022-07-03,2,completed
3338,6676,16,797,2023-04-28,2023-06-11,2023-06-14,4,completed
3339,7257,40,2053,2022-07-19,2022-08-06,2022-08-09,3,completed
3340,1542,46,2384,2023-08-02,2023-08-08,2023-08-10,4,completed
3341,4756,16,778,2024-05-18,2024-06-18,2024-06-21,2,completed
3342,2295,26,1299,2022-03-27,2022-04-29,2022-05-03,2,completed
3343,9564,55,2818,2021-07-23,2021-08-02,2021-08-05,1,completed
3344,9118,20,993,2022-06-18,2022-06-27,2022-06-30,4,completed
3345,7812,58,2946,2022-02-03,2022-04-03,2022-04-04,1,cancelled
3346,2141,43,2230,2023-07-17,2023-08-11,2023-08-13,1,cancelled
3347,4197,52,2668,2024-05-05,2024-06-29,2024-07-02,3,completed
3348,7662,28,1412,2024-11-16,2025-01-04,2025-01-06,4,confirmed
3349,6572,34,1740,2025-03-05,2025-04-11,2025-04-12,4,cancelled
3350,6074,5,228,2021-06-19,2021-08-02,2021-08-04,3,completed
3351,5370,17,853,2021-01-07,2021-03-01,2021-03-05,1,completed
3352,5808,52,2693,2023-05-30,2023-06-20,2023-06-22,1,completed
3353,7942,27,1354,2022-08-30,2022-10-02,2022-10-05,2,completed
3354,8940,43,2210,2021-08-05,2021-09-01,2021-09-03,2,confirmed
3355,3220,23,1159,2022-07-01,2022-08-10,2022-08-13,2,completed
3356,4197,24,1178,2022-06-21,2022-08-11,2022-08-16,1,completed
3357,6339,56,2846,2024-08-28,2024-09-20,2024-09-22,3,completed
3358,1768,32,1641,2024-11-15,2024-12-04,2024-12-09,3,completed
3359,1618,7,312,2021-02-18,2021-03-08,2021-03-12,4,completed
3360,3644,37,1864,2024-06-06,2024-07-12,2024-07-14,2,completed
3361,5135,34,1735,2022-06-04,2022-07-31,2022-08-03,1,completed
3362,2207,30,1533,2021-05-03,2021-05-31,2021-06-01,1,completed
3363,5271,25,1265,2022-10-02,2022-11-24,2022-11-26,1,completed
3364,7388,19,940,2023-07-28,2023-09-26,2023-09-29,1,completed
3365,3151,2,94,2025-05-14,2025-07-01,2025-07-15,2,completed
3366,2730,37,1859,2025-09-10,2025-11-01,2025-11-04,4,confirmed
3367,5338,36,1837,2021-02-01,2021-03-09,2021-03-11,4,cancelled
3368,4126,21,1030,2025-07-21,2025-08-10,2025-08-13,2,completed
3369,8597,1,11,2022-04-09,2022-05-03,2022-05-06,2,completed
3370,6784,3,99,2024-01-04,2024-02-10,2024-02-11,1,completed
3371,8613,50,2601,2023-10-01,2023-11-14,2023-11-15,1,cancelled
3372,5443,60,3053,2023-06-20,2023-07-24,2023-07-27,4,completed
3373,2626,51,2658,2024-08-26,2024-09-04,2024-09-09,2,confirmed
3374,166,30,1507,2021-04-02,2021-05-06,2021-05-20,4,confirmed
3375,9357,48,2470,2021-10-23,2021-12-07,2021-12-09,4,completed
3376,6416,11,510,2022-12-30,2023-01-21,2023-01-23,1,completed
3377,9478,36,1822,2023-05-14,2023-07-02,2023-07-03,2,completed
3378,7444,47,2416,2024-05-01,2024-06-23,2024-06-27,3,completed
3379,2535,43,2230,2023-03-15,2023-04-18,2023-04-20,2,completed
3380,5020,38,1932,2024-11-29,2024-12-11,2024-12-18,4,completed
3381,4413,40,2058,2022-12-18,2022-12-21,2022-12-25,2,completed
3382,3929,24,1193,2025-09-14,2025-10-06,2025-10-09,2,completed
3383,8446,42,2151,2022-06-09,2022-06-22,2022-06-25,1,completed
3384,7122,6,286,2024-04-23,2024-05-13,2024-05-14,4,completed
3385,5992,14,673,2024-10-24,2024-11-30,2024-12-04,3,completed
3386,9588,39,1981,2025-04-12,2025-06-05,2025-06-12,3,completed
3387,1057,28,1420,2024-01-23,2024-03-05,2024-03-07,1,cancelled
3388,3066,30,1541,2025-04-09,2025-05-18,2025-05-25,1,completed
3389,4503,22,1092,2024-01-10,2024-01-14,2024-01-15,1,completed
3390,7754,41,2092,2023-09-29,2023-11-18,2023-11-20,4,completed
3391,4432,38,1938,2021-02-21,2021-03-29,2021-04-03,4,completed
3392,3013,36,1852,2023-02-20,2023-03-26,2023-03-28,4,completed
3393,3038,2,97,2021-03-14,2021-04-25,2021-04-28,4,confirmed
3394,339,6,280,2023-10-04,2023-10-17,2023-10-19,3,completed
3395,7314,21,1065,2021-09-19,2021-10-28,2021-11-01,3,confirmed
3396,6122,56,2886,2023-03-31,2023-05-14,2023-05-17,3,completed
3397,6953,53,2696,2021-01-01,2021-01-03,2021-01-04,1,completed
3398,2093,50,2579,2023-02-01,2023-02-18,2023-02-25,3,completed
3399,4677,51,2642,2024-10-13,2024-10-21,2024-10-22,3,completed
3400,1903,37,1859,2023-02-17,2023-03-17,2023-03-24,3,completed
3401,4413,50,2593,2021-03-22,2021-04-14,2021-04-18,4,completed
3402,7940,58,2943,2025-08-13,2025-09-12,2025-09-14,4,completed
3403,6330,16,780,2024-10-16,2024-11-06,2024-11-09,1,completed
3404,1549,55,2783,2021-01-23,2021-03-17,2021-03-21,3,completed
3405,7540,20,1011,2025-03-26,2025-04-27,2025-05-01,3,confirmed
3406,2206,3,117,2021-10-29,2021-11-18,2021-11-20,4,completed
3407,5641,30,1518,2022-01-23,2022-03-16,2022-03-30,2,completed
3408,8213,55,2837,2023-01-17,2023-02-14,2023-02-16,3,completed
3409,5686,9,409,2023-10-20,2023-11-09,2023-11-12,3,completed
3410,401,47,2435,2025-03-09,2025-04-10,2025-04-12,2,completed
3411,6568,20,1003,2023-08-25,2023-08-27,2023-08-28,2,confirmed
3412,5627,23,1137,2023-03-20,2023-04-10,2023-04-14,2,completed
3413,4682,29,1492,2023-10-04,2023-11-10,2023-11-12,3,completed
3414,4716,30,1503,2022-06-28,2022-08-11,2022-08-16,3,completed
3415,578,22,1118,2025-01-18,2025-03-07,2025-03-09,1,cancelled
3416,7003,39,2016,2024-08-17,2024-08-21,2024-08-22,4,completed
3417,1977,13,663,2024-06-19,2024-08-13,2024-08-16,3,completed
3418,5337,37,1889,2021-10-29,2021-12-01,2021-12-03,2,completed
3419,4033,57,2910,2022-07-04,2022-08-15,2022-08-16,4,completed
3420,1428,6,277,2021-01-01,2021-01-12,2021-01-19,4,completed
3421,7550,19,935,2023-01-31,2023-02-16,2023-02-17,1,completed
3422,9718,34,1740,2024-05-15,2024-05-21,2024-05-23,2,completed
3423,6810,37,1888,2023-07-15,2023-08-22,2023-08-24,3,cancelled
3424,7864,25,1246,2024-12-30,2025-01-04,2025-01-07,1,completed
3425,8626,43,2225,2025-06-18,2025-07-07,2025-07-10,3,completed
3426,8578,44,2239,2024-01-06,2024-01-11,2024-01-13,4,completed
3427,5212,11,549,2021-04-20,2021-05-18,2021-05-25,1,completed
3428,454,56,2866,2022-01-24,2022-02-01,2022-02-05,1,completed
3429,6071,21,1066,2025-09-26,2025-09-29,2025-10-02,3,confirmed
3430,5506,40,2061,2023-11-08,2024-01-07,2024-01-12,3,completed
3431,6134,37,1866,2024-07-02,2024-08-04,2024-08-06,1,confirmed
3432,8127,34,1734,2023-07-07,2023-07-13,2023-07-20,2,completed
3433,5711,38,1941,2021-07-28,2021-08-12,2021-08-14,3,completed
3434,5371,38,1967,2021-10-30,2021-12-20,2021-12-22,1,completed
3435,2968,19,945,2022-10-12,2022-10-16,2022-10-21,4,completed
3436,2936,52,2687,2023-07-29,2023-08-11,2023-08-13,3,completed
3437,9781,9,420,2025-08-02,2025-08-10,2025-08-13,1,completed
3438,2521,14,683,2023-06-14,2023-08-10,2023-08-12,2,completed
3439,8597,48,2458,2021-04-02,2021-04-02,2021-04-12,4,completed
3440,6355,15,756,2022-06-28,2022-07-15,2022-07-17,1,completed
3441,2974,42,2193,2025-02-26,2025-03-11,2025-03-13,3,cancelled
3442,6523,18,868,2024-12-14,2024-12-25,2024-12-28,4,completed
3443,619,52,2670,2022-10-17,2022-11-09,2022-11-11,1,completed
3444,4408,44,2276,2025-01-07,2025-01-29,2025-01-31,1,completed
3445,7780,9,429,2021-12-13,2022-02-10,2022-02-14,1,completed
3446,4313,47,2427,2023-12-10,2024-01-03,2024-01-05,2,confirmed
3447,4028,22,1094,2024-07-09,2024-09-03,2024-09-06,1,cancelled
3448,5236,60,3064,2025-06-18,2025-07-03,2025-07-08,4,confirmed
3449,1260,8,356,2024-05-23,2024-06-09,2024-06-10,2,completed
3450,7755,24,1224,2024-07-06,2024-07-23,2024-07-25,4,confirmed
3451,586,49,2542,2023-03-12,2023-05-08,2023-05-11,2,completed
3452,3588,22,1099,2022-12-02,2023-01-03,2023-01-06,1,completed
3453,8615,50,2575,2024-02-01,2024-02-14,2024-02-16,4,completed
3454,4868,34,1743,2024-03-31,2024-04-02,2024-04-05,3,completed
3455,8001,46,2370,2025-08-06,2025-08-18,2025-08-25,1,completed
3456,7551,40,2046,2023-04-12,2023-04-12,2023-04-16,3,completed
3457,165,20,987,2023-06-30,2023-07-23,2023-07-30,4,confirmed
3458,5155,1,22,2023-03-31,2023-04-25,2023-04-29,3,completed
3459,8452,39,1978,2024-07-12,2024-08-15,2024-08-17,4,completed
3460,2181,11,515,2021-12-11,2021-12-13,2021-12-15,1,completed
3461,1004,26,1281,2024-11-08,2024-11-14,2024-11-15,4,completed
3462,9236,31,1550,2025-01-29,2025-02-22,2025-02-27,3,completed
3463,9695,6,292,2024-10-02,2024-10-07,2024-10-12,2,completed
3464,810,54,2738,2024-01-19,2024-01-27,2024-01-29,2,completed
3465,2585,36,1845,2024-09-05,2024-10-23,2024-10-30,1,confirmed
3466,2157,41,2108,2022-10-29,2022-11-07,2022-11-09,2,completed
3467,2799,19,938,2021-01-02,2021-02-15,2021-02-16,1,confirmed
3468,248,2,50,2021-12-24,2022-01-26,2022-01-27,2,completed
3469,8923,43,2205,2022-06-06,2022-06-27,2022-07-01,4,confirmed
3470,9293,7,320,2022-11-09,2022-11-19,2022-11-21,4,completed
3471,1910,41,2134,2023-04-05,2023-04-22,2023-04-24,3,completed
3472,6684,48,2511,2025-06-24,2025-06-27,2025-06-29,4,completed
3473,7510,38,1945,2022-01-20,2022-03-18,2022-03-20,2,completed
3474,5,42,2166,2021-02-26,2021-03-23,2021-03-26,2,cancelled
3475,6173,4,170,2023-07-25,2023-09-21,2023-10-01,3,confirmed
3476,6932,31,1554,2023-03-28,2023-05-14,2023-05-15,2,completed
3477,7035,12,581,2022-07-13,2022-08-20,2022-08-22,4,completed
3478,7381,56,2875,2021-12-20,2022-02-05,2022-02-08,3,cancelled
3479,3183,33,1666,2021-05-02,2021-05-12,2021-05-14,2,completed
3480,3049,11,536,2025-09-13,2025-10-16,2025-10-18,1,completed
3481,3226,33,1717,2022-10-19,2022-10-29,2022-10-31,1,cancelled
3482,6305,10,475,2024-09-20,2024-10-27,2024-10-28,3,completed
3483,695,57,2907,2022-07-14,2022-07-24,2022-07-26,2,completed
3484,3040,38,1931,2022-05-07,2022-05-31,2022-06-05,1,completed
3485,8560,43,2231,2022-03-14,2022-03-28,2022-03-31,3,completed
3486,567,18,890,2021-10-09,2021-11-17,2021-11-21,2,completed
3487,7522,18,871,2022-10-30,2022-12-23,2022-12-30,2,completed
3488,3396,46,2390,2023-05-06,2023-07-05,2023-07-08,1,completed
3489,9985,2,65,2022-04-05,2022-05-12,2022-05-17,3,completed
3490,5576,36,1849,2023-01-08,2023-01-11,2023-01-14,2,completed
3491,5659,52,2694,2023-08-24,2023-09-04,2023-09-05,2,completed
3492,230,1,31,2021-01-01,2021-01-10,2021-01-13,4,completed
3493,9880,53,2715,2023-10-03,2023-10-28,2023-11-02,3,completed
3494,7642,47,2448,2025-02-04,2025-03-23,2025-03-25,3,completed
3495,8974,16,800,2024-07-24,2024-08-16,2024-08-18,4,confirmed
3496,9362,9,430,2025-07-22,2025-09-14,2025-09-15,1,completed
3497,2830,22,1084,2024-08-29,2024-10-19,2024-10-23,3,completed
3498,1693,51,2619,2025-01-10,2025-03-08,2025-03-12,3,completed
3499,5818,48,2501,2021-12-27,2021-12-31,2022-01-04,4,confirmed
3500,7303,27,1385,2024-06-24,2024-08-13,2024-08-16,3,completed
3501,809,48,2489,2024-02-09,2024-03-10,2024-03-13,2,confirmed
3502,6952,53,2713,2021-10-24,2021-12-16,2021-12-21,2,completed
3503,2554,2,71,2022-09-02,2022-10-18,2022-10-20,2,completed
3504,6685,41,2080,2022-08-09,2022-08-28,2022-09-11,2,completed
3505,7840,5,221,2021-09-18,2021-11-02,2021-11-09,1,completed
3506,705,39,1982,2022-09-20,2022-11-18,2022-11-22,2,completed
3507,495,40,2061,2022-03-10,2022-05-09,2022-05-13,2,confirmed
3508,2680,24,1180,2025-01-25,2025-02-19,2025-02-26,4,completed
3509,4616,29,1488,2023-07-11,2023-08-08,2023-08-09,4,completed
3510,4760,19,933,2023-09-05,2023-11-03,2023-11-06,1,completed
3511,7647,43,2196,2023-06-15,2023-08-01,2023-08-04,1,confirmed
3512,601,7,314,2022-08-08,2022-08-26,2022-09-09,1,completed
3513,6094,26,1304,2024-07-27,2024-08-04,2024-08-06,4,confirmed
3514,5037,46,2394,2024-08-13,2024-08-30,2024-08-31,1,completed
3515,896,43,2198,2023-06-07,2023-06-19,2023-06-21,3,completed
3516,9340,12,566,2022-07-22,2022-08-04,2022-08-07,4,confirmed
3517,4738,4,178,2021-06-22,2021-06-25,2021-06-26,3,completed
3518,3391,5,200,2025-05-09,2025-06-28,2025-06-30,1,confirmed
3519,5971,47,2441,2023-10-29,2023-11-18,2023-11-21,4,confirmed
3520,253,50,2593,2023-06-09,2023-07-01,2023-07-11,3,completed
3521,1901,17,857,2022-04-08,2022-04-12,2022-04-14,1,completed
3522,9287,23,1128,2022-05-01,2022-06-29,2022-07-03,1,completed
3523,2558,5,220,2025-04-20,2025-05-14,2025-05-16,3,confirmed
3524,2002,8,347,2024-10-29,2024-12-23,2024-12-26,1,completed
3525,4196,14,718,2024-06-09,2024-06-16,2024-06-18,1,confirmed
3526,6912,21,1022,2024-06-03,2024-07-17,2024-07-19,2,completed
3527,5204,23,1134,2021-09-04,2021-09-06,2021-09-11,4,completed
3528,1219,12,581,2021-01-01,2021-01-15,2021-01-18,3,completed
3529,5258,53,2707,2022-08-04,2022-09-08,2022-09-15,1,completed
3530,9990,28,1434,2024-03-11,2024-04-29,2024-04-30,2,completed
3531,6677,3,110,2024-08-10,2024-10-08,2024-10-09,2,completed
3532,1219,54,2766,2021-06-06,2021-07-21,2021-07-31,1,completed
3533,422,52,2684,2024-05-29,2024-06-05,2024-06-09,4,cancelled
3534,1813,51,2649,2021-08-12,2021-10-05,2021-10-09,2,completed
3535,8460,34,1747,2025-09-07,2025-10-23,2025-10-30,3,confirmed
3536,2458,52,2676,2022-06-08,2022-06-27,2022-07-01,1,completed
3537,2436,26,1293,2022-05-19,2022-06-18,2022-06-22,4,cancelled
3538,9753,55,2826,2025-08-31,2025-09-17,2025-09-20,1,completed
3539,615,22,1080,2025-03-09,2025-04-18,2025-04-20,4,completed
3540,2432,53,2713,2021-12-27,2022-01-23,2022-01-24,4,completed
3541,8465,15,762,2023-07-18,2023-07-22,2023-07-25,1,confirmed
3542,8367,45,2310,2022-04-28,2022-05-30,2022-06-09,2,completed
3543,5874,6,289,2024-11-09,2024-11-23,2024-11-30,1,cancelled
3544,5824,30,1539,2021-12-21,2022-01-01,2022-01-02,4,completed
3545,6314,6,297,2024-12-16,2024-12-26,2024-12-28,4,confirmed
3546,2475,38,1973,2022-09-16,2022-10-29,2022-11-02,4,confirmed
3547,950,57,2927,2024-04-09,2024-04-16,2024-04-19,1,completed
3548,9088,18,864,2024-10-10,2024-10-11,2024-10-13,2,completed
3549,7824,26,1323,2023-08-23,2023-09-18,2023-09-20,4,confirmed
3550,3745,57,2914,2022-02-14,2022-03-24,2022-03-29,3,completed
3551,722,26,1291,2024-11-08,2024-12-09,2024-12-12,3,completed
3552,5804,2,77,2024-08-13,2024-08-15,2024-08-16,1,completed
3553,9969,4,197,2022-02-11,2022-03-23,2022-03-24,3,completed
3554,786,45,2297,2022-11-28,2022-12-21,2023-01-04,3,completed
3555,5106,52,2667,2024-03-26,2024-04-13,2024-04-16,2,completed
3556,4281,14,724,2021-04-22,2021-05-15,2021-05-17,2,confirmed
3557,9769,41,2077,2023-05-15,2023-06-21,2023-06-23,1,confirmed
3558,5088,40,2051,2023-04-10,2023-04-26,2023-04-29,2,completed
3559,2195,54,2734,2023-06-05,2023-07-11,2023-07-14,1,completed
3560,1949,50,2596,2023-05-19,2023-06-11,2023-06-14,1,confirmed
3561,4573,13,660,2022-11-14,2022-11-26,2022-11-30,1,completed
3562,5447,53,2724,2022-11-15,2022-12-27,2022-12-31,2,completed
3563,5280,4,196,2022-04-28,2022-05-23,2022-05-28,2,confirmed
3564,9556,4,175,2023-04-15,2023-05-20,2023-05-23,3,completed
3565,6483,31,1567,2025-08-25,2025-10-14,2025-10-16,1,completed
3566,5169,16,793,2024-08-16,2024-09-16,2024-09-20,2,completed
3567,8135,1,34,2021-07-05,2021-08-03,2021-08-05,1,completed
3568,3400,32,1656,2021-06-25,2021-07-02,2021-07-09,2,confirmed
3569,91,33,1666,2025-08-04,2025-10-01,2025-10-03,4,confirmed
3570,158,39,1977,2024-02-25,2024-03-27,2024-03-30,3,completed
3571,1865,57,2926,2023-03-27,2023-03-28,2023-03-29,4,completed
3572,4272,20,988,2024-04-28,2024-05-12,2024-05-13,3,completed
3573,6532,46,2361,2023-05-31,2023-06-09,2023-06-19,2,confirmed
3574,7639,45,2349,2021-09-27,2021-09-28,2021-10-01,1,completed
3575,2776,47,2432,2021-01-29,2021-02-09,2021-02-13,3,completed
3576,6755,23,1167,2022-09-14,2022-11-10,2022-11-13,3,confirmed
3577,6277,35,1788,2025-06-28,2025-07-14,2025-07-17,2,completed
3578,3146,43,2232,2023-06-19,2023-07-11,2023-07-25,1,cancelled
3579,8721,3,120,2022-03-19,2022-04-23,2022-04-26,1,completed
3580,4977,20,987,2022-02-09,2022-04-04,2022-04-08,4,cancelled
3581,3799,25,1235,2024-06-21,2024-06-24,2024-07-04,4,completed
3582,5562,15,767,2024-04-24,2024-05-19,2024-05-21,1,completed
3583,8662,46,2370,2024-07-18,2024-09-01,2024-09-03,1,completed
3584,2597,19,960,2021-11-02,2021-12-06,2021-12-10,3,completed
3585,2574,55,2801,2022-06-29,2022-08-28,2022-08-30,3,completed
3586,1137,51,2622,2021-07-21,2021-08-17,2021-08-22,1,completed
3587,8570,60,3079,2023-04-17,2023-04-18,2023-04-19,4,completed
3588,5200,33,1713,2024-05-15,2024-06-27,2024-06-30,3,cancelled
3589,2121,48,2496,2025-08-28,2025-10-02,2025-10-05,2,confirmed
3590,9123,53,2717,2022-04-01,2022-05-29,2022-06-02,3,confirmed
3591,4827,41,2115,2021-01-01,2021-02-06,2021-02-10,4,completed
3592,3173,34,1731,2025-01-08,2025-03-09,2025-03-11,1,completed
3593,8572,8,358,2022-08-01,2022-08-26,2022-08-30,2,completed
3594,9913,46,2382,2025-05-31,2025-06-14,2025-06-16,2,cancelled
3595,1258,23,1163,2022-02-16,2022-02-17,2022-02-18,1,completed
3596,696,51,2630,2024-11-14,2024-12-15,2024-12-18,1,completed
3597,1241,23,1124,2023-10-13,2023-11-22,2023-11-26,2,completed
3598,4541,52,2675,2021-04-22,2021-05-25,2021-05-27,3,confirmed
3599,5687,18,912,2021-06-16,2021-06-28,2021-07-01,1,completed
3600,4986,42,2168,2025-03-03,2025-03-22,2025-03-29,3,confirmed
3601,388,30,1522,2022-03-24,2022-04-01,2022-04-04,2,confirmed
3602,9746,23,1164,2021-03-12,2021-05-02,2021-05-06,4,confirmed
3603,7328,29,1474,2022-09-28,2022-11-16,2022-11-17,3,completed
3604,7933,51,2652,2024-06-24,2024-07-18,2024-07-25,2,completed
3605,6431,55,2833,2022-02-08,2022-03-04,2022-03-06,2,confirmed
3606,4149,31,1561,2021-05-06,2021-06-23,2021-07-07,4,completed
3607,3669,10,483,2022-08-26,2022-10-10,2022-10-13,3,confirmed
3608,8329,57,2911,2024-11-18,2024-12-03,2024-12-05,3,completed
3609,1232,29,1486,2021-10-16,2021-11-28,2021-12-02,4,completed
3610,7768,13,632,2025-03-26,2025-04-11,2025-04-13,4,completed
3611,484,6,275,2024-09-28,2024-10-03,2024-10-05,3,completed
3612,421,58,2936,2021-03-30,2021-05-06,2021-05-11,4,cancelled
3613,8369,51,2624,2025-08-07,2025-10-05,2025-10-09,4,completed
3614,2072,29,1486,2022-04-21,2022-05-26,2022-05-30,4,completed
3615,6266,22,1092,2021-01-01,2021-01-01,2021-01-02,4,completed
3616,1990,19,945,2021-07-26,2021-08-23,2021-08-30,1,completed
3617,2093,35,1797,2025-03-30,2025-05-21,2025-05-23,4,completed
3618,5601,12,591,2024-09-06,2024-09-29,2024-10-01,4,completed
3619,6060,49,2535,2022-11-14,2022-11-30,2022-12-04,3,confirmed
3620,9571,41,2103,2024-04-15,2024-05-24,2024-05-27,2,completed
3621,6543,43,2214,2024-06-29,2024-07-10,2024-07-20,3,completed
3622,7177,3,140,2022-05-11,2022-06-11,2022-06-18,3,completed
3623,8263,57,2913,2024-04-15,2024-06-03,2024-06-07,1,completed
3624,1116,36,1848,2023-01-04,2023-02-28,2023-03-05,4,completed
3625,1023,18,918,2022-04-16,2022-05-07,2022-05-10,2,completed
3626,8511,29,1457,2025-08-22,2025-10-10,2025-10-17,2,completed
3627,4447,42,2178,2025-05-12,2025-05-13,2025-05-15,4,confirmed
3628,3934,36,1839,2022-08-06,2022-09-29,2022-10-01,3,cancelled
3629,995,10,483,2025-02-28,2025-04-25,2025-04-27,1,completed
3630,4941,45,2347,2023-10-09,2023-11-22,2023-11-25,1,completed
3631,8836,46,2385,2023-02-03,2023-04-01,2023-04-03,2,completed
3632,7990,11,522,2023-06-13,2023-06-19,2023-06-24,4,confirmed
3633,9010,30,1515,2023-08-08,2023-09-11,2023-09-16,4,confirmed
3634,2009,54,2754,2021-10-18,2021-11-18,2021-11-19,4,cancelled
3635,1406,16,810,2025-01-15,2025-01-19,2025-01-22,2,completed
3636,1235,37,1869,2023-01-30,2023-03-26,2023-03-29,1,completed
3637,6951,11,522,2025-02-13,2025-03-10,2025-03-14,4,completed
3638,7857,57,2926,2021-12-15,2021-12-19,2021-12-29,2,completed
3639,5113,30,1539,2024-07-04,2024-07-12,2024-07-16,4,completed
3640,9045,28,1419,2021-02-27,2021-03-28,2021-04-11,4,confirmed
3641,1508,41,2106,2023-11-07,2023-11-29,2023-12-03,2,completed
3642,5472,30,1537,2023-01-17,2023-01-29,2023-02-02,2,completed
3643,9792,33,1660,2021-02-11,2021-02-23,2021-02-28,1,completed
3644,3649,50,2594,2022-04-18,2022-05-05,2022-05-07,3,confirmed
3645,7837,54,2735,2021-04-25,2021-05-15,2021-05-17,2,completed
3646,2962,5,234,2021-07-30,2021-08-20,2021-08-25,1,confirmed
3647,9891,1,29,2025-07-15,2025-08-13,2025-08-14,4,completed
3648,9925,13,636,2022-01-11,2022-03-06,2022-03-07,3,completed
3649,5124,16,812,2021-12-13,2022-02-07,2022-02-09,3,completed
3650,5283,1,15,2022-11-26,2023-01-09,2023-01-11,2,completed
3651,1451,3,110,2021-11-06,2021-11-25,2021-11-27,4,completed
3652,5366,50,2604,2021-04-15,2021-05-22,2021-05-24,3,completed
3653,9353,49,2547,2023-08-18,2023-08-24,2023-08-25,4,completed
3654,31,24,1197,2023-12-20,2023-12-28,2024-01-01,2,completed
3655,3058,3,106,2022-06-16,2022-06-29,2022-07-04,3,completed
3656,6363,52,2694,2025-10-11,2025-11-05,2025-11-07,2,completed
3657,7159,33,1684,2022-03-04,2022-04-27,2022-04-30,3,completed
3658,5070,58,2970,2023-11-05,2023-11-06,2023-11-13,2,completed
3659,2168,51,2638,2025-10-15,2025-10-27,2025-10-30,1,completed
3660,6177,53,2697,2022-06-10,2022-07-17,2022-07-18,2,completed
3661,1252,6,283,2025-07-29,2025-08-26,2025-08-28,2,completed
3662,5591,4,189,2024-04-14,2024-05-18,2024-05-22,1,completed
3663,9435,38,1969,2022-02-21,2022-03-01,2022-03-04,1,completed
3664,2268,60,3042,2022-01-31,2022-03-18,2022-03-21,2,completed
3665,9626,49,2557,2025-12-06,2025-12-08,2025-12-13,1,confirmed
3666,6022,40,2060,2022-08-07,2022-09-03,2022-09-06,1,confirmed
3667,6362,33,1659,2022-03-17,2022-05-02,2022-05-03,1,completed
3668,101,56,2866,2024-10-12,2024-10-29,2024-11-12,1,completed
