payment_id,booking_id,payment_date,amount,payment_method,payment_status
14537,14537,2021-07-30,414.39,credit_card,paid
14538,14538,2022-05-12,989.7,cash,paid
14539,14539,2022-05-23,1334.57,credit_card,refunded
14540,14540,2024-08-12,331.9,cash,paid
14541,14541,2023-06-02,673.94,cash,paid
14542,14542,2023-05-06,381.19,cash,paid
14543,14543,2021-04-09,559.88,debit_card,pending
14544,14544,2023-05-16,1313.23,cash,paid
14545,14545,2025-11-26,731.61,debit_card,paid
14546,14546,2021-10-25,1288.59,cash,refunded
14547,14547,2021-10-10,433.83,paypal,paid
14548,14548,2024-08-09,485.49,paypal,paid
14549,14549,2021-04-19,1331.6,paypal,paid
14550,14550,2022-05-16,454.48,paypal,paid
14551,14551,2024-05-05,1569.7,cash,paid
14552,14552,2025-05-14,381.84,credit_card,pending
14553,14553,2022-10-12,1968.43,credit_card,paid
14554,14554,2025-06-18,286.46,cash,paid
14555,14555,2025-03-19,277.03,credit_card,paid
14556,14556,2025-04-17,571.52,cash,paid
14557,14557,2023-04-13,212.9,paypal,paid
14558,14558,2025-04-23,812.7,debit_card,paid
14559,14559,2025-04-13,183.71,debit_card,paid
14560,14560,2022-09-25,532.77,debit_card,paid
14561,14561,2022-01-13,358.5,cash,paid
14562,14562,2021-02-23,843.48,cash,paid
14563,14563,2021-01-03,429.81,cash,paid
14564,14564,2023-08-29,1420.88,cash,paid
14565,14565,2021-01-02,1110.76,debit_card,pending
14566,14566,2025-09-17,492.68,paypal,refunded
14567,14567,2024-06-10,860.77,credit_card,paid
14568,14568,2024-06-22,588.24,paypal,paid
14569,14569,2022-05-15,522.32,paypal,paid
14570,14570,2023-09-27,265.5,debit_card,refunded
14571,14571,2022-08-19,110.71,cash,paid
14572,14572,2021-08-08,597.31,credit_card,paid
14573,14573,2025-05-19,197.35,cash,paid
14574,14574,2021-05-17,365.46,paypal,paid
14575,14575,2023-06-13,3037.25,cash,paid
14576,14576,2022-03-26,2073.83,credit_card,paid
14577,14577,2022-12-24,288.02,debit_card,paid
14578,14578,2022-05-14,845.84,credit_card,paid
14579,14579,2022-06-17,343.7,debit_card,paid
14580,14580,2024-03-11,882.89,credit_card,paid
14581,14581,2022-03-06,698.7,debit_card,paid
14582,14582,2022-04-08,1507.89,debit_card,paid
14583,14583,2025-10-26,1863.14,debit_card,paid
14584,14584,2022-04-27,737.33,credit_card,paid
14585,14585,2022-10-25,546.77,paypal,paid
14586,14586,2022-11-30,1103.21,paypal,paid
14587,14587,2024-02-17,1056.24,debit_card,paid
14588,14588,2024-05-05,163.07,credit_card,paid
14589,14589,2023-06-29,993.93,credit_card,paid
14590,14590,2022-04-15,607.13,credit_card,refunded
14591,14591,2022-10-05,1354.27,cash,refunded
14592,14592,2021-01-01,509.85,paypal,paid
14593,14593,2023-11-01,129.41,debit_card,paid
14594,14594,2022-03-24,725.01,cash,refunded
14595,14595,2021-05-15,1167.07,paypal,paid
14596,14596,2024-11-30,472.52,credit_card,paid
14597,14597,2021-01-04,916.87,cash,paid
14598,14598,2025-11-16,586.82,cash,paid
14599,14599,2025-08-24,230.37,credit_card,paid
14600,14600,2021-07-17,873.5,cash,paid
14601,14601,2024-01-25,491.64,paypal,paid
14602,14602,2022-06-15,516.08,paypal,paid
14603,14603,2025-04-06,1330.01,credit_card,paid
14604,14604,2022-12-16,467.23,debit_card,paid
14605,14605,2024-04-14,829.8,credit_card,paid
14606,14606,2025-03-28,1614.35,paypal,refunded
14607,14607,2024-12-03,1677.94,paypal,refunded
14608,14608,2024-05-08,1667.36,debit_card,paid
14609,14609,2021-04-05,1379.03,paypal,paid
14610,14610,2023-04-18,374.01,cash,paid
14611,14611,2023-02-28,2530.82,paypal,pending
14612,14612,2025-11-09,377.29,cash,paid
14613,14613,2024-10-12,74.06,credit_card,paid
14614,14614,2023-11-11,508.24,cash,paid
14615,14615,2022-02-18,1759.41,cash,paid
14616,14616,2021-02-14,336.39,debit_card,paid
14617,14617,2022-01-27,860.21,debit_card,paid
14618,14618,2021-11-14,470.49,debit_card,paid
14619,14619,2022-06-16,501.73,cash,paid
14620,14620,2024-07-04,385.03,debit_card,paid
14621,14621,2021-02-15,446.29,debit_card,paid
14622,14622,2025-03-16,760.99,credit_card,paid
14623,14623,2022-05-10,326.89,paypal,paid
14624,14624,2023-08-25,301.33,cash,paid
14625,14625,2024-01-26,486.65,debit_card,pending
14626,14626,2021-01-07,1014.58,credit_card,paid
14627,14627,2022-04-27,855.77,credit_card,paid
14628,14628,2025-02-22,1088.9,paypal,refunded
14629,14629,2021-04-02,359.92,credit_card,paid
14630,14630,2022-05-13,611.06,paypal,pending
14631,14631,2023-12-13,258.56,debit_card,paid
14632,14632,2021-01-18,447.81,paypal,paid
14633,14633,2023-03-11,252.4,credit_card,paid
14634,14634,2024-05-29,2463.22,paypal,paid
14635,14635,2021-02-26,818.42,credit_card,paid
14636,14636,2023-01-14,1094.34,cash,paid
14637,14637,2022-08-10,295.93,debit_card,paid
14638,14638,2024-12-29,1146.22,paypal,paid
14639,14639,2023-08-25,1059.28,paypal,paid
14640,14640,2024-08-09,290.47,credit_card,paid
14641,14641,2022-06-08,266.54,debit_card,paid
14642,14642,2022-05-01,1642.24,credit_card,refunded
14643,14643,2023-10-21,1477.84,credit_card,paid
14644,14644,2025-01-24,1145.39,credit_card,paid
14645,14645,2022-01-22,736.57,credit_card,paid
14646,14646,2023-07-01,2571.63,cash,paid
14647,14647,2024-04-03,509.35,debit_card,paid
14648,14648,2022-01-12,1616.91,debit_card,paid
14649,14649,2021-01-12,621.98,credit_card,paid
14650,14650,2023-05-30,303.99,credit_card,refunded
14651,14651,2023-10-14,821.56,cash,pending
14652,14652,2022-06-10,5289.83,paypal,paid
14653,14653,2023-05-24,465.14,paypal,refunded
14654,14654,2023-01-03,1105.0,debit_card,paid
14655,14655,2021-11-19,1823.03,debit_card,paid
14656,14656,2023-12-21,1380.71,debit_card,paid
14657,14657,2025-02-21,415.36,credit_card,paid
14658,14658,2022-02-08,1025.69,cash,paid
14659,14659,2025-04-03,428.37,debit_card,paid
14660,14660,2025-10-13,380.98,cash,refunded
14661,14661,2024-09-26,617.89,cash,paid
14662,14662,2025-01-30,624.94,cash,paid
14663,14663,2024-04-05,644.99,paypal,paid
14664,14664,2022-06-02,1380.94,paypal,paid
14665,14665,2024-01-27,648.5,credit_card,paid
14666,14666,2022-06-20,245.68,cash,paid
14667,14667,2022-05-28,974.75,debit_card,paid
14668,14668,2021-06-21,339.75,debit_card,paid
14669,14669,2024-05-24,423.11,debit_card,paid
14670,14670,2023-06-17,1446.85,debit_card,pending
14671,14671,2023-05-21,1305.14,credit_card,paid
14672,14672,2021-08-24,356.54,cash,paid
14673,14673,2021-08-07,590.53,cash,paid
14674,14674,2024-10-27,630.28,cash,paid
14675,14675,2023-07-30,654.91,paypal,paid
14676,14676,2022-03-19,183.81,debit_card,pending
14677,14677,2022-05-10,3656.22,debit_card,paid
14678,14678,2022-01-19,956.09,debit_card,paid
14679,14679,2024-12-08,1089.36,cash,paid
14680,14680,2025-09-21,603.53,debit_card,paid
14681,14681,2021-01-06,193.78,credit_card,paid
14682,14682,2023-02-13,1582.36,debit_card,paid
14683,14683,2023-07-09,344.27,cash,paid
14684,14684,2024-11-02,521.36,debit_card,paid
14685,14685,2024-08-11,583.88,paypal,paid
14686,14686,2025-07-05,712.97,credit_card,paid
14687,14687,2022-04-29,412.16,credit_card,paid
14688,14688,2022-11-16,1014.03,cash,paid
14689,14689,2021-10-07,1463.74,credit_card,paid
14690,14690,2021-12-03,384.77,cash,paid
14691,14691,2023-02-24,1718.16,debit_card,refunded
14692,14692,2023-09-01,523.28,cash,paid
14693,14693,2022-04-02,172.46,debit_card,paid
14694,14694,2021-09-11,920.66,debit_card,paid
14695,14695,2022-10-06,572.04,paypal,paid
14696,14696,2025-01-04,209.79,paypal,paid
14697,14697,2023-01-06,351.77,credit_card,paid
14698,14698,2022-01-05,707.86,paypal,paid
14699,14699,2022-06-13,329.42,paypal,paid
14700,14700,2023-06-28,345.55,credit_card,paid
14701,14701,2025-09-06,1732.36,credit_card,paid
14702,14702,2023-07-26,782.81,cash,paid
14703,14703,2021-12-21,427.72,cash,pending
14704,14704,2025-08-25,112.33,debit_card,paid
14705,14705,2021-09-17,1230.68,credit_card,paid
14706,14706,2021-08-09,221.4,credit_card,paid
14707,14707,2022-06-15,238.36,paypal,paid
14708,14708,2025-08-27,351.29,paypal,paid
14709,14709,2022-05-15,533.24,paypal,paid
14710,14710,2023-01-05,421.56,cash,pending
14711,14711,2021-01-02,823.71,cash,paid
14712,14712,2021-03-13,408.24,cash,paid
14713,14713,2021-11-27,414.42,credit_card,paid
14714,14714,2021-09-15,576.21,cash,paid
14715,14715,2024-11-07,3720.8,paypal,paid
14716,14716,2022-02-12,2033.14,debit_card,refunded
14717,14717,2022-09-19,580.13,cash,paid
14718,14718,2024-01-03,1535.63,paypal,paid
14719,14719,2025-03-09,121.45,debit_card,paid
14720,14720,2024-03-29,191.6,credit_card,paid
14721,14721,2021-08-21,4235.9,cash,refunded
14722,14722,2023-12-11,1115.82,paypal,paid
14723,14723,2021-03-01,742.92,debit_card,paid
14724,14724,2023-02-26,228.44,credit_card,paid
14725,14725,2025-08-14,5012.89,paypal,paid
14726,14726,2025-05-19,351.64,cash,paid
14727,14727,2021-07-09,387.73,paypal,refunded
14728,14728,2024-09-17,731.02,paypal,paid
14729,14729,2022-04-10,654.1,debit_card,paid
14730,14730,2021-01-17,331.67,debit_card,paid
14731,14731,2022-02-06,540.63,credit_card,paid
14732,14732,2024-03-05,410.34,credit_card,paid
14733,14733,2025-05-11,774.43,cash,paid
14734,14734,2023-07-25,1072.77,cash,paid
14735,14735,2025-01-24,741.33,credit_card,paid
14736,14736,2023-02-22,969.95,cash,paid
14737,14737,2023-08-10,227.61,debit_card,paid
14738,14738,2022-12-13,1253.84,cash,pending
14739,14739,2024-10-08,302.53,debit_card,paid
14740,14740,2023-02-19,473.61,debit_card,paid
14741,14741,2022-09-02,1781.68,debit_card,paid
14742,14742,2023-06-06,240.72,paypal,paid
14743,14743,2024-06-15,1077.19,credit_card,paid
14744,14744,2021-11-10,536.95,credit_card,paid
14745,14745,2021-07-18,504.79,credit_card,paid
14746,14746,2025-07-18,630.64,paypal,paid
14747,14747,2022-03-24,2845.39,debit_card,paid
14748,14748,2025-06-01,1601.55,credit_card,paid
14749,14749,2023-07-15,1710.23,credit_card,paid
14750,14750,2024-02-20,716.86,cash,paid
14751,14751,2023-12-12,613.21,debit_card,paid
14752,14752,2025-01-22,719.6,paypal,paid
14753,14753,2022-08-15,684.24,credit_card,paid
14754,14754,2023-07-16,305.87,credit_card,paid
14755,14755,2025-11-05,1310.28,debit_card,paid
14756,14756,2024-07-28,1028.53,credit_card,paid
14757,14757,2022-03-05,1449.51,debit_card,paid
14758,14758,2024-08-16,642.66,debit_card,paid
14759,14759,2022-11-30,967.79,credit_card,paid
14760,14760,2022-12-24,4064.15,debit_card,paid
14761,14761,2025-02-28,539.5,credit_card,paid
14762,14762,2021-04-23,202.22,paypal,paid
14763,14763,2022-12-14,536.02,cash,paid
14764,14764,2025-11-27,3218.21,paypal,paid
14765,14765,2024-01-16,577.82,cash,paid
14766,14766,2021-05-01,84.07,credit_card,paid
14767,14767,2021-06-10,592.38,debit_card,paid
14768,14768,2025-03-31,1577.03,paypal,paid
14769,14769,2021-01-03,265.68,credit_card,paid
14770,14770,2021-10-14,641.6,paypal,paid
14771,14771,2021-07-23,662.48,credit_card,paid
14772,14772,2021-02-25,970.53,cash,paid
14773,14773,2025-10-17,2100.21,debit_card,paid
14774,14774,2024-10-24,289.7,paypal,paid
14775,14775,2025-08-31,516.74,cash,paid
14776,14776,2023-04-11,607.67,credit_card,paid
14777,14777,2024-10-27,308.88,paypal,paid
14778,14778,2023-10-03,782.27,debit_card,paid
14779,14779,2022-12-01,564.47,paypal,paid
14780,14780,2024-08-03,894.21,debit_card,paid
14781,14781,2025-09-02,205.37,paypal,paid
14782,14782,2024-03-31,324.1,cash,paid
14783,14783,2025-06-07,654.49,paypal,paid
14784,14784,2022-04-03,269.91,credit_card,paid
14785,14785,2021-11-27,1491.89,cash,paid
14786,14786,2025-07-04,2144.19,credit_card,paid
14787,14787,2021-05-16,759.15,paypal,paid
14788,14788,2025-10-20,511.54,cash,paid
14789,14789,2022-02-06,513.42,debit_card,paid
14790,14790,2023-04-15,458.82,debit_card,paid
14791,14791,2023-09-28,2953.31,paypal,paid
14792,14792,2022-03-29,373.57,paypal,paid
14793,14793,2025-01-10,360.91,debit_card,refunded
14794,14794,2021-07-18,1054.36,credit_card,paid
14795,14795,2024-11-05,310.93,debit_card,refunded
14796,14796,2025-02-23,420.12,cash,paid
14797,14797,2023-12-13,1637.28,cash,paid
14798,14798,2024-08-17,220.88,cash,paid
14799,14799,2022-06-13,322.34,cash,paid
14800,14800,2025-11-11,452.68,credit_card,paid
14801,14801,2024-06-04,218.23,credit_card,paid
14802,14802,2022-02-14,308.6,cash,paid
14803,14803,2022-11-19,630.01,paypal,paid
14804,14804,2021-09-08,401.42,cash,paid
14805,14805,2025-10-02,275.78,cash,paid
14806,14806,2022-01-11,3710.88,credit_card,paid
14807,14807,2024-01-14,1184.7,paypal,paid
14808,14808,2025-08-13,910.58,credit_card,paid
14809,14809,2022-04-02,84.02,credit_card,paid
14810,14810,2023-02-15,488.13,paypal,paid
14811,14811,2021-07-22,664.16,paypal,paid
14812,14812,2023-01-17,1827.35,debit_card,paid
14813,14813,2025-08-05,880.65,debit_card,paid
14814,14814,2023-02-05,411.7,paypal,paid
14815,14815,2021-01-03,639.13,cash,paid
14816,14816,2021-02-12,1511.76,cash,paid
14817,14817,2021-08-27,2027.76,debit_card,paid
14818,14818,2024-08-10,1728.19,paypal,paid
14819,14819,2022-07-10,902.16,cash,paid
14820,14820,2023-10-21,509.73,debit_card,paid
14821,14821,2023-01-29,410.11,credit_card,paid
14822,14822,2024-12-10,1271.37,paypal,paid
14823,14823,2023-10-28,658.63,credit_card,refunded
14824,14824,2022-06-13,659.63,credit_card,paid
14825,14825,2024-12-25,1265.57,credit_card,paid
14826,14826,2022-06-26,308.52,debit_card,paid
14827,14827,2023-05-06,902.01,credit_card,paid
14828,14828,2025-08-23,2903.39,cash,paid
14829,14829,2024-04-07,701.03,paypal,paid
14830,14830,2024-09-01,2103.63,credit_card,paid
14831,14831,2024-02-14,596.21,cash,paid
14832,14832,2022-01-28,461.46,cash,paid
14833,14833,2024-12-01,234.16,cash,paid
14834,14834,2024-10-21,244.88,paypal,refunded
14835,14835,2021-10-14,655.41,cash,paid
14836,14836,2022-09-09,2515.53,cash,paid
14837,14837,2023-01-18,970.52,credit_card,paid
14838,14838,2021-11-13,371.52,debit_card,paid
14839,14839,2023-03-03,103.69,cash,paid
14840,14840,2025-02-16,1149.24,paypal,paid
14841,14841,2021-11-09,258.5,paypal,paid
14842,14842,2024-06-19,426.92,debit_card,paid
14843,14843,2025-09-10,1597.71,credit_card,paid
14844,14844,2025-11-12,1046.48,cash,paid
14845,14845,2024-07-06,204.26,debit_card,paid
14846,14846,2024-08-30,1094.09,debit_card,paid
14847,14847,2024-09-14,379.1,paypal,paid
14848,14848,2021-01-01,218.24,debit_card,paid
14849,14849,2024-10-16,838.66,debit_card,paid
14850,14850,2021-01-17,612.14,credit_card,paid
14851,14851,2024-02-24,588.89,credit_card,paid
14852,14852,2023-03-11,735.49,credit_card,paid
14853,14853,2024-04-18,426.26,paypal,paid
14854,14854,2021-01-02,109.47,paypal,pending
14855,14855,2023-12-22,2001.17,debit_card,paid
14856,14856,2025-01-30,344.1,credit_card,paid
14857,14857,2021-06-21,1924.21,cash,paid
14858,14858,2025-08-01,810.07,cash,refunded
14859,14859,2021-10-17,944.95,cash,paid
14860,14860,2021-12-10,468.01,credit_card,pending
14861,14861,2021-12-01,161.59,cash,paid
14862,14862,2023-03-20,981.89,debit_card,paid
14863,14863,2023-03-19,279.54,cash,refunded
14864,14864,2023-03-02,239.77,debit_card,paid
14865,14865,2024-03-04,111.8,credit_card,paid
14866,14866,2021-01-02,5684.72,credit_card,paid
14867,14867,2023-10-24,1215.61,cash,paid
14868,14868,2024-10-22,4634.63,cash,paid
14869,14869,2021-08-02,438.59,paypal,pending
14870,14870,2021-01-28,1447.05,cash,paid
14871,14871,2024-06-27,909.86,cash,paid
14872,14872,2024-12-18,643.93,debit_card,paid
14873,14873,2023-10-14,3883.16,cash,paid
14874,14874,2023-03-27,1806.36,cash,paid
14875,14875,2025-07-15,1598.32,cash,paid
14876,14876,2021-07-07,752.27,debit_card,paid
14877,14877,2025-01-09,1063.45,credit_card,paid
14878,14878,2021-11-27,314.39,credit_card,paid
14879,14879,2025-10-27,1476.2,debit_card,paid
14880,14880,2025-02-10,274.72,cash,paid
14881,14881,2021-03-04,240.01,paypal,refunded
14882,14882,2024-02-22,1397.89,cash,paid
14883,14883,2023-12-26,760.21,debit_card,paid
14884,14884,2023-09-17,522.6,credit_card,paid
14885,14885,2021-09-03,130.2,cash,pending
14886,14886,2025-02-14,3335.84,debit_card,pending
14887,14887,2021-06-02,455.36,credit_card,pending
14888,14888,2021-09-10,1083.27,debit_card,paid
14889,14889,2025-09-22,143.54,credit_card,paid
14890,14890,2025-10-29,534.67,paypal,paid
14891,14891,2024-02-12,635.07,paypal,paid
14892,14892,2023-11-01,1442.36,cash,paid
14893,14893,2024-12-22,300.46,paypal,paid
14894,14894,2024-12-07,161.05,cash,refunded
14895,14895,2021-01-02,249.66,credit_card,paid
14896,14896,2021-05-20,666.51,debit_card,paid
14897,14897,2025-06-28,634.04,paypal,paid
14898,14898,2023-07-17,751.12,debit_card,paid
14899,14899,2024-07-10,84.87,credit_card,refunded
14900,14900,2024-01-15,940.27,cash,paid
14901,14901,2024-11-12,691.92,credit_card,paid
14902,14902,2025-08-04,712.37,credit_card,paid
14903,14903,2023-07-23,355.4,debit_card,paid
14904,14904,2021-03-07,1254.77,credit_card,pending
14905,14905,2025-07-24,299.36,paypal,paid
14906,14906,2023-09-17,430.85,paypal,refunded
14907,14907,2025-11-09,563.44,cash,refunded
14908,14908,2023-12-05,1606.26,paypal,paid
14909,14909,2022-03-02,653.27,cash,pending
14910,14910,2021-12-22,638.09,paypal,paid
14911,14911,2022-07-29,715.82,paypal,paid
14912,14912,2025-01-01,230.91,debit_card,paid
14913,14913,2025-03-26,1110.09,cash,refunded
14914,14914,2024-08-29,1867.08,debit_card,paid
14915,14915,2024-11-24,910.43,cash,paid
14916,14916,2024-01-07,1603.12,cash,paid
14917,14917,2021-10-03,250.72,cash,paid
14918,14918,2022-06-01,423.88,debit_card,paid
14919,14919,2023-10-20,539.19,paypal,paid
14920,14920,2023-12-25,290.64,cash,paid
14921,14921,2021-09-03,553.62,paypal,paid
14922,14922,2022-02-21,1431.07,credit_card,paid
14923,14923,2022-10-27,163.67,credit_card,pending
14924,14924,2021-01-04,4808.94,credit_card,pending
14925,14925,2024-12-11,222.91,cash,paid
14926,14926,2024-12-11,1449.56,paypal,paid
14927,14927,2024-11-04,881.21,credit_card,refunded
14928,14928,2024-10-09,1399.23,cash,paid
14929,14929,2024-10-24,589.08,debit_card,paid
14930,14930,2021-09-16,202.77,credit_card,paid
14931,14931,2023-05-25,594.25,paypal,paid
14932,14932,2021-07-22,560.92,debit_card,paid
14933,14933,2022-12-14,485.42,credit_card,paid
14934,14934,2022-04-30,553.43,credit_card,paid
14935,14935,2023-12-29,224.59,cash,paid
14936,14936,2025-12-09,995.71,cash,paid
14937,14937,2022-05-27,863.08,paypal,paid
14938,14938,2021-10-28,1081.87,cash,paid
14939,14939,2021-02-13,2014.29,debit_card,paid
14940,14940,2022-01-20,1735.14,debit_card,paid
14941,14941,2024-07-31,640.61,credit_card,paid
14942,14942,2022-08-01,193.93,cash,paid
14943,14943,2023-03-25,526.64,debit_card,paid
14944,14944,2022-10-06,294.41,credit_card,paid
14945,14945,2024-05-10,498.9,debit_card,paid
14946,14946,2025-03-08,1422.27,debit_card,refunded
14947,14947,2021-10-11,400.81,cash,paid
14948,14948,2021-01-02,618.35,paypal,pending
14949,14949,2022-05-03,714.57,debit_card,paid
14950,14950,2021-01-02,455.43,debit_card,refunded
14951,14951,2023-08-10,289.54,cash,paid
14952,14952,2021-03-11,283.41,credit_card,paid
14953,14953,2023-05-21,230.48,credit_card,paid
14954,14954,2023-08-04,1223.96,credit_card,paid
14955,14955,2021-07-27,199.29,credit_card,paid
14956,14956,2023-10-06,732.48,cash,pending
14957,14957,2022-04-09,494.03,credit_card,paid
14958,14958,2021-08-26,173.9,paypal,paid
14959,14959,2021-04-16,1003.42,cash,paid
14960,14960,2024-07-19,330.66,paypal,paid
14961,14961,2021-06-13,1135.11,paypal,paid
14962,14962,2021-09-20,1154.0,credit_card,paid
14963,14963,2025-10-10,922.48,debit_card,paid
14964,14964,2025-02-23,503.42,credit_card,refunded
14965,14965,2025-03-05,3629.82,credit_card,paid
14966,14966,2025-04-09,573.31,cash,refunded
14967,14967,2022-04-11,1013.56,debit_card,pending
14968,14968,2024-01-09,570.4,paypal,paid
14969,14969,2022-12-29,414.66,paypal,paid
14970,14970,2025-05-14,444.0,debit_card,paid
14971,14971,2024-05-23,2189.46,debit_card,paid
14972,14972,2023-02-08,706.05,cash,paid
14973,14973,2022-03-27,723.19,credit_card,pending
14974,14974,2022-01-10,527.76,cash,paid
14975,14975,2023-11-03,1619.16,cash,paid
14976,14976,2024-01-26,233.43,paypal,pending
14977,14977,2022-07-26,389.76,cash,paid
14978,14978,2024-04-03,844.05,credit_card,paid
14979,14979,2024-04-29,413.31,cash,paid
14980,14980,2021-08-19,4978.14,credit_card,paid
14981,14981,2025-05-19,1684.0,debit_card,paid
14982,14982,2023-07-12,593.22,cash,paid
14983,14983,2023-04-28,430.3,credit_card,paid
14984,14984,2022-04-19,770.75,cash,paid
14985,14985,2023-10-10,441.68,debit_card,pending
14986,14986,2021-05-30,1650.84,cash,paid
14987,14987,2024-04-27,277.18,debit_card,paid
14988,14988,2021-10-10,912.31,cash,paid
14989,14989,2022-04-07,460.58,debit_card,paid
14990,14990,2021-01-20,437.23,paypal,paid
14991,14991,2024-08-28,696.6,debit_card,paid
14992,14992,2025-08-20,308.97,debit_card,paid
14993,14993,2025-10-26,180.35,credit_card,paid
14994,14994,2021-01-01,202.42,debit_card,paid
14995,14995,2021-12-18,321.42,cash,paid
14996,14996,2025-10-01,975.26,paypal,paid
14997,14997,2023-12-07,483.67,debit_card,paid
14998,14998,2022-09-03,1451.36,cash,paid
14999,14999,2022-04-12,1416.51,debit_card,paid
15000,15000,2022-05-31,771.11,cash,paid
15001,15001,2024-04-02,1764.14,debit_card,paid
15002,15002,2025-07-16,1550.23,paypal,paid
15003,15003,2023-05-19,352.17,cash,pending
15004,15004,2021-11-27,964.2,paypal,paid
15005,15005,2023-03-16,877.61,credit_card,paid
15006,15006,2022-05-08,6255.61,paypal,paid
15007,15007,2023-09-22,439.2,cash,paid
15008,15008,2024-11-08,237.33,credit_card,paid
15009,15009,2024-01-09,373.24,debit_card,paid
15010,15010,2025-01-09,3972.36,paypal,paid
15011,15011,2021-01-04,116.72,paypal,paid
15012,15012,2023-09-05,612.37,paypal,paid
15013,15013,2024-09-28,473.38,credit_card,refunded
15014,15014,2022-05-15,2706.86,debit_card,paid
15015,15015,2024-09-13,686.87,paypal,paid
15016,15016,2022-10-13,855.86,paypal,refunded
15017,15017,2024-02-05,1046.29,credit_card,paid
15018,15018,2025-08-25,397.28,paypal,paid
15019,15019,2021-06-20,1422.43,debit_card,paid
15020,15020,2025-11-24,879.7,debit_card,paid
15021,15021,2025-08-08,258.52,credit_card,refunded
15022,15022,2024-08-24,280.88,debit_card,paid
15023,15023,2025-09-08,1059.39,paypal,paid
15024,15024,2023-01-05,360.34,debit_card,paid
15025,15025,2021-03-06,1042.85,credit_card,paid
15026,15026,2021-01-19,589.09,credit_card,refunded
15027,15027,2025-03-17,1704.66,debit_card,paid
15028,15028,2024-05-30,467.62,cash,paid
15029,15029,2022-07-19,267.89,paypal,paid
15030,15030,2021-06-08,889.39,credit_card,paid
15031,15031,2021-03-30,1195.7,credit_card,paid
15032,15032,2021-11-11,713.49,credit_card,paid
15033,15033,2021-01-19,1585.76,cash,paid
15034,15034,2021-12-14,1013.69,credit_card,paid
15035,15035,2023-05-12,950.08,cash,paid
15036,15036,2023-02-21,307.23,credit_card,pending
15037,15037,2021-06-11,3155.08,debit_card,paid
15038,15038,2023-11-11,701.84,paypal,paid
15039,15039,2022-08-07,155.98,paypal,paid
15040,15040,2023-10-14,2235.05,cash,paid
15041,15041,2021-08-31,450.44,debit_card,paid
15042,15042,2021-03-10,212.94,credit_card,paid
15043,15043,2024-02-14,350.41,paypal,paid
15044,15044,2025-06-28,6675.17,credit_card,paid
15045,15045,2024-06-21,738.39,debit_card,paid
15046,15046,2023-06-24,226.32,credit_card,paid
15047,15047,2021-02-18,285.16,cash,paid
15048,15048,2021-07-02,1530.0,paypal,paid
15049,15049,2025-09-02,3514.48,debit_card,paid
15050,15050,2023-09-08,362.15,cash,pending
15051,15051,2021-11-11,463.7,cash,paid
15052,15052,2021-01-09,712.53,debit_card,paid
15053,15053,2022-01-07,367.61,cash,paid
15054,15054,2021-03-01,233.1,cash,paid
15055,15055,2021-10-07,297.17,credit_card,paid
15056,15056,2024-03-09,923.32,credit_card,paid
15057,15057,2025-05-11,554.03,credit_card,paid
15058,15058,2021-07-13,928.35,debit_card,paid
15059,15059,2021-11-12,90.66,credit_card,paid
15060,15060,2023-04-29,383.18,paypal,paid
15061,15061,2022-12-08,1672.0,cash,paid
15062,15062,2024-04-24,339.05,cash,refunded
15063,15063,2022-07-06,1437.96,credit_card,paid
15064,15064,2021-01-04,199.96,credit_card,paid
15065,15065,2023-04-14,872.07,cash,paid
15066,15066,2021-12-19,517.14,debit_card,paid
15067,15067,2023-03-15,858.16,paypal,paid
15068,15068,2025-05-11,1279.67,credit_card,paid
15069,15069,2021-10-08,319.68,debit_card,paid
15070,15070,2023-09-04,2238.17,credit_card,paid
15071,15071,2022-11-26,2519.48,paypal,paid
15072,15072,2021-09-20,754.38,debit_card,refunded
15073,15073,2022-03-01,613.4,cash,paid
15074,15074,2024-05-31,256.6,credit_card,paid
15075,15075,2022-07-30,625.12,cash,refunded
15076,15076,2021-06-09,900.66,credit_card,paid
15077,15077,2023-05-29,664.75,debit_card,paid
15078,15078,2025-04-10,505.49,debit_card,paid
15079,15079,2022-08-30,345.94,cash,paid
15080,15080,2022-11-19,324.64,cash,paid
15081,15081,2021-03-22,843.03,paypal,paid
15082,15082,2025-04-11,329.97,cash,pending
15083,15083,2024-03-24,509.48,cash,paid
15084,15084,2022-10-16,980.71,debit_card,pending
15085,15085,2023-02-12,1650.3,credit_card,refunded
15086,15086,2023-08-30,664.31,credit_card,paid
15087,15087,2022-12-18,433.92,cash,paid
15088,15088,2025-03-15,1014.06,debit_card,paid
15089,15089,2025-08-21,768.53,credit_card,paid
15090,15090,2021-10-03,584.36,credit_card,paid
15091,15091,2022-09-21,568.11,paypal,paid
15092,15092,2021-06-26,186.93,cash,paid
15093,15093,2022-03-22,1143.68,paypal,paid
15094,15094,2023-08-25,2578.77,cash,paid
15095,15095,2023-12-20,245.27,credit_card,paid
15096,15096,2022-11-05,326.56,cash,paid
15097,15097,2022-07-20,901.76,debit_card,paid
15098,15098,2025-02-23,360.71,cash,paid
15099,15099,2024-10-01,614.65,cash,refunded
15100,15100,2024-10-23,150.26,debit_card,paid
15101,15101,2021-07-24,2299.41,debit_card,paid
15102,15102,2025-08-24,1374.22,credit_card,paid
15103,15103,2022-11-12,1661.38,credit_card,paid
15104,15104,2023-02-21,411.79,cash,paid
