review_id,booking_id,guest_id,rating,review_date,comment
5872,53045,331,3,2024-02-16,Perfect for a weekend getaway.
5873,18006,901,2,2024-04-28,Loved the location and amenities.
5874,13215,538,4,2023-09-19,Bed was uncomfortable but view was great.
5875,34063,6195,4,2022-04-17,"Great stay, would come back again."
5876,28667,3621,5,2022-12-07,Room smelled a bit musty.
5877,19297,5847,5,2025-06-23,Check-in took too long.
5878,26105,4693,4,2025-07-07,Excellent service from the front desk.
5879,49289,351,2,2025-08-28,Bed was uncomfortable but view was great.
5880,20182,8658,2,2024-01-05,Check-in took too long.
5881,24600,2961,2,2025-08-27,Perfect for a weekend getaway.
5882,30095,6109,4,2023-03-21,Room was clean and staff were friendly.
5883,54069,8314,5,2021-05-24,Perfect for a weekend getaway.
5884,49958,6409,4,2025-04-08,"Great stay, would come back again."
5885,53691,2824,3,2021-12-24,Loved the location and amenities.
5886,11058,9351,5,2025-07-26,Room smelled a bit musty.
5887,20741,2433,4,2025-12-18,"Great stay, would come back again."
5888,32048,467,1,2022-11-10,Loved the location and amenities.
5889,12437,6105,2,2023-06-16,"Great stay, would come back again."
5890,7448,5178,2,2022-01-10,Loved the location and amenities.
5891,41486,282,5,2025-07-04,"Great stay, would come back again."
5892,1733,4375,4,2023-07-27,Loved the location and amenities.
5893,50883,1500,2,2024-05-07,"Great stay, would come back again."
5894,20466,4255,4,2021-09-16,"Great stay, would come back again."
5895,13396,1893,5,2025-10-21,Loved the location and amenities.
5896,2061,4635,5,2024-03-15,"Great stay, would come back again."
5897,8344,4661,3,2023-08-26,Loved the location and amenities.
5898,19199,2488,4,2023-02-23,Room smelled a bit musty.
5899,31822,4680,4,2024-02-09,Bed was uncomfortable but view was great.
5900,31476,2057,2,2024-05-04,Loved the location and amenities.
5901,35328,5399,5,2022-12-01,Room was clean and staff were friendly.
5902,40788,4899,4,2024-04-13,"Average experience, nothing special."
5903,42225,2410,1,2022-02-20,Perfect for a weekend getaway.
5904,19557,7997,5,2025-12-19,Room smelled a bit musty.
5905,9966,4623,5,2025-06-13,Perfect for a weekend getaway.
5906,44043,5875,5,2022-10-01,Perfect for a weekend getaway.
5907,41324,4884,4,2021-04-24,"Average experience, nothing special."
5908,24127,4973,3,2021-11-13,Excellent service from the front desk.
5909,3670,3461,3,2023-05-12,Bed was uncomfortable but view was great.
5910,21521,1579,1,2021-07-04,Loved the location and amenities.
5911,10598,1584,5,2022-05-31,Bed was uncomfortable but view was great.
5912,20913,8005,5,2024-01-25,Check-in took too long.
5913,11057,6572,4,2021-03-18,Bed was uncomfortable but view was great.
5914,2953,5399,4,2025-12-12,Bed was uncomfortable but view was great.
5915,21793,4242,5,2021-12-17,Loved the location and amenities.
5916,16845,375,5,2023-08-26,Excellent service from the front desk.
5917,44668,9404,5,2021-05-29,Excellent service from the front desk.
5918,892,8747,5,2024-08-20,Loved the location and amenities.
5919,34185,9613,4,2023-07-07,Room was clean and staff were friendly.
5920,33629,8245,4,2021-06-21,Bed was uncomfortable but view was great.
5921,41586,1753,3,2023-10-07,Excellent service from the front desk.
5922,1104,8651,4,2023-09-21,"Average experience, nothing special."
5923,38022,7034,4,2023-11-07,"Great stay, would come back again."
5924,22509,4753,5,2021-07-28,Check-in took too long.
5925,21303,303,4,2023-09-21,Room was clean and staff were friendly.
5926,2036,1106,5,2022-07-29,"Great stay, would come back again."
5927,46989,1902,4,2025-04-17,Room was clean and staff were friendly.
5928,31757,1115,5,2021-02-17,"Great stay, would come back again."
5929,28106,470,3,2025-04-03,"Average experience, nothing special."
5930,31165,252,5,2025-10-23,"Great stay, would come back again."
5931,25028,8696,3,2021-01-17,Excellent service from the front desk.
5932,27589,1601,3,2025-09-12,Loved the location and amenities.
5933,40922,8633,4,2024-09-16,"Great stay, would come back again."
5934,53881,8950,4,2024-11-22,Excellent service from the front desk.
5935,3074,81,5,2023-03-11,"Great stay, would come back again."
5936,45380,9304,4,2025-07-13,"Average experience, nothing special."
5937,29312,4548,5,2021-04-07,Check-in took too long.
5938,37689,3838,4,2022-07-12,"Great stay, would come back again."
5939,33487,5586,4,2023-01-23,Perfect for a weekend getaway.
5940,1490,7266,1,2024-05-22,Bed was uncomfortable but view was great.
5941,33685,4516,3,2021-05-28,"Great stay, would come back again."
5942,29800,2617,4,2022-07-20,"Average experience, nothing special."
5943,21263,1726,3,2025-11-25,Check-in took too long.
5944,3780,2350,3,2022-06-15,Check-in took too long.
5945,33245,5271,5,2021-12-14,Room smelled a bit musty.
5946,32823,2155,2,2024-03-01,"Average experience, nothing special."
5947,51977,8782,5,2025-06-12,"Great stay, would come back again."
5948,39198,2119,4,2021-07-07,"Great stay, would come back again."
5949,52814,7700,3,2022-03-27,Room smelled a bit musty.
5950,20058,7710,4,2025-05-30,Loved the location and amenities.
5951,34727,2346,3,2025-07-31,"Great stay, would come back again."
5952,23683,9421,2,2024-09-11,Room was clean and staff were friendly.
5953,41945,9315,4,2021-11-05,Check-in took too long.
5954,39202,3586,5,2021-09-04,"Would not recommend, poor housekeeping."
5955,47170,7707,5,2024-07-02,Room smelled a bit musty.
5956,8763,6868,3,2024-04-16,Bed was uncomfortable but view was great.
5957,15241,6548,4,2025-07-30,Check-in took too long.
5958,54776,3128,4,2025-11-30,"Would not recommend, poor housekeeping."
5959,34730,606,5,2023-03-14,"Average experience, nothing special."
5960,32061,2091,5,2021-09-23,"Would not recommend, poor housekeeping."
5961,38292,3768,3,2023-08-17,Room smelled a bit musty.
5962,14006,6683,4,2023-08-20,Perfect for a weekend getaway.
5963,48653,5846,4,2023-09-10,Loved the location and amenities.
5964,505,611,3,2025-05-27,"Average experience, nothing special."
5965,51660,9670,4,2025-07-27,Bed was uncomfortable but view was great.
5966,7500,5856,1,2021-08-07,Excellent service from the front desk.
5967,26490,9257,4,2021-09-14,Loved the location and amenities.
5968,22892,5862,5,2023-05-26,Bed was uncomfortable but view was great.
5969,54033,5349,4,2022-10-01,Bed was uncomfortable but view was great.
5970,42016,6701,4,2021-03-22,Room smelled a bit musty.
5971,1615,2908,5,2025-05-17,Check-in took too long.
5972,54296,1878,2,2022-04-09,Room smelled a bit musty.
5973,36998,161,4,2024-09-10,"Great stay, would come back again."
5974,23981,4091,4,2023-02-21,Room was clean and staff were friendly.
5975,28902,3345,3,2023-11-25,Room was clean and staff were friendly.
5976,12606,4856,4,2022-03-21,Excellent service from the front desk.
5977,20104,1677,5,2023-05-20,"Average experience, nothing special."
5978,37944,5301,3,2021-05-11,Check-in took too long.
5979,40244,1510,4,2023-04-19,"Great stay, would come back again."
5980,48722,277,5,2022-10-18,Room smelled a bit musty.
5981,20838,5466,3,2023-04-03,Excellent service from the front desk.
5982,11969,473,5,2024-03-11,Loved the location and amenities.
5983,41644,5801,4,2024-10-19,"Great stay, would come back again."
5984,50824,7779,5,2022-09-26,Perfect for a weekend getaway.
5985,47702,6485,4,2022-07-23,"Average experience, nothing special."
5986,18204,4442,4,2022-03-11,"Average experience, nothing special."
5987,48028,4092,5,2023-12-09,Room was clean and staff were friendly.
5988,1761,8749,5,2025-08-29,Perfect for a weekend getaway.
5989,17775,4870,4,2021-10-07,Excellent service from the front desk.
5990,18862,8940,3,2022-01-19,Bed was uncomfortable but view was great.
5991,623,2402,3,2023-01-11,"Average experience, nothing special."
5992,41523,9901,1,2024-07-11,"Average experience, nothing special."
5993,29921,296,1,2022-05-26,"Great stay, would come back again."
5994,27987,6455,4,2023-06-02,"Great stay, would come back again."
5995,19397,6416,4,2021-12-21,"Would not recommend, poor housekeeping."
5996,51243,1667,1,2025-05-22,Perfect for a weekend getaway.
5997,39245,7974,4,2024-06-14,Room smelled a bit musty.
5998,3311,407,4,2025-08-16,Excellent service from the front desk.
5999,1304,7251,4,2023-12-27,"Great stay, would come back again."
6000,23610,7621,5,2023-10-10,"Great stay, would come back again."
6001,2478,5489,3,2024-11-22,Check-in took too long.
6002,29322,9399,5,2024-10-31,"Average experience, nothing special."
6003,17222,2958,4,2024-12-04,Excellent service from the front desk.
6004,42036,5583,2,2023-06-11,"Great stay, would come back again."
6005,30889,4238,3,2024-07-21,Check-in took too long.
6006,22014,1913,2,2025-05-03,"Great stay, would come back again."
6007,46819,6036,3,2022-07-13,Room smelled a bit musty.
6008,52057,3535,5,2021-10-17,Room smelled a bit musty.
6009,27819,399,3,2021-02-04,"Great stay, would come back again."
6010,24328,7795,2,2022-09-18,Bed was uncomfortable but view was great.
6011,3703,2117,4,2021-11-10,Check-in took too long.
6012,12276,6622,5,2024-10-15,Loved the location and amenities.
6013,7996,3908,3,2022-05-04,"Would not recommend, poor housekeeping."
6014,51027,9801,5,2021-11-14,Room was clean and staff were friendly.
6015,1626,6120,1,2024-09-04,Room was clean and staff were friendly.
6016,46441,1915,5,2022-02-03,Loved the location and amenities.
6017,554,5151,5,2024-01-29,Room smelled a bit musty.
6018,15928,4719,4,2022-06-03,Room smelled a bit musty.
6019,12662,3850,3,2021-01-25,Check-in took too long.
6020,35760,1264,3,2023-11-11,"Great stay, would come back again."
6021,10934,2654,5,2021-11-06,"Great stay, would come back again."
6022,2184,8695,3,2025-07-15,Loved the location and amenities.
6023,28985,2874,5,2024-10-24,"Great stay, would come back again."
6024,2712,4793,3,2024-05-09,Loved the location and amenities.
6025,50660,4148,4,2025-03-12,Check-in took too long.
6026,34947,7068,3,2022-11-23,"Great stay, would come back again."
6027,15160,7291,4,2024-12-06,Check-in took too long.
6028,1497,4970,4,2023-07-27,Excellent service from the front desk.
6029,1605,6993,4,2025-05-07,Loved the location and amenities.
6030,13482,9410,3,2021-02-27,"Great stay, would come back again."
6031,8723,6316,4,2021-08-07,"Average experience, nothing special."
6032,23532,5207,5,2021-10-21,Room smelled a bit musty.
6033,35169,1526,4,2023-05-17,Perfect for a weekend getaway.
6034,49261,4477,5,2024-11-24,Loved the location and amenities.
6035,12816,9533,4,2024-04-09,Room smelled a bit musty.
6036,37073,6394,5,2025-12-08,Excellent service from the front desk.
6037,47785,2193,4,2022-07-09,"Great stay, would come back again."
6038,44724,5604,4,2024-05-14,Room smelled a bit musty.
6039,31616,7226,5,2022-09-23,Room smelled a bit musty.
6040,13348,548,1,2024-03-22,Perfect for a weekend getaway.
6041,44129,1627,5,2022-12-11,Room was clean and staff were friendly.
6042,45953,4841,2,2024-03-04,Loved the location and amenities.
6043,1378,2089,4,2025-05-04,Perfect for a weekend getaway.
6044,54221,712,3,2023-06-22,Room was clean and staff were friendly.
6045,23732,7762,3,2025-01-02,"Average experience, nothing special."
6046,14833,7046,4,2024-12-30,Room was clean and staff were friendly.
6047,5929,5908,4,2023-09-15,"Would not recommend, poor housekeeping."
6048,2854,9768,3,2023-02-20,Check-in took too long.
6049,24316,1597,4,2023-03-13,Check-in took too long.
6050,11555,3173,4,2024-02-01,Bed was uncomfortable but view was great.
6051,31987,5957,3,2023-10-11,Check-in took too long.
6052,45546,1715,5,2021-03-29,"Average experience, nothing special."
6053,17636,3976,5,2023-01-03,Room smelled a bit musty.
6054,17121,8054,4,2021-07-05,Perfect for a weekend getaway.
6055,18621,499,1,2025-12-27,Room was clean and staff were friendly.
6056,20889,7747,4,2021-05-19,Excellent service from the front desk.
6057,7479,7006,5,2025-04-11,"Great stay, would come back again."
6058,33309,3317,4,2022-07-13,Bed was uncomfortable but view was great.
6059,51578,2549,5,2024-02-22,"Average experience, nothing special."
6060,6705,9087,3,2024-08-31,"Great stay, would come back again."
6061,6854,3601,4,2023-09-10,"Would not recommend, poor housekeeping."
6062,32098,5885,5,2022-10-02,Perfect for a weekend getaway.
6063,40674,9793,2,2023-06-20,"Great stay, would come back again."
6064,27777,1874,5,2023-08-06,"Great stay, would come back again."
6065,33890,4577,5,2025-12-22,"Would not recommend, poor housekeeping."
6066,34804,8987,2,2023-11-25,Check-in took too long.
6067,14903,7546,5,2023-09-24,Check-in took too long.
6068,40893,6304,5,2025-06-22,Room smelled a bit musty.
6069,18752,6624,3,2022-01-16,Check-in took too long.
6070,44001,3227,4,2021-06-16,Loved the location and amenities.
6071,36337,7771,3,2021-06-26,Room was clean and staff were friendly.
6072,16916,2126,5,2023-11-08,"Average experience, nothing special."
6073,35551,6856,3,2021-04-20,Bed was uncomfortable but view was great.
6074,44206,2630,3,2023-12-08,Room was clean and staff were friendly.
6075,40878,9916,4,2024-06-22,"Average experience, nothing special."
6076,47049,9693,1,2021-07-05,Loved the location and amenities.
6077,23816,203,4,2025-06-15,Loved the location and amenities.
6078,9563,1700,5,2023-02-27,Loved the location and amenities.
6079,27148,7049,4,2022-11-21,Room was clean and staff were friendly.
6080,35847,4810,4,2024-09-21,Loved the location and amenities.
6081,16926,7947,4,2022-11-07,Loved the location and amenities.
6082,50701,7188,4,2022-06-28,Excellent service from the front desk.
6083,20155,8077,5,2025-09-28,Bed was uncomfortable but view was great.
6084,49097,5074,3,2025-01-18,Check-in took too long.
6085,48756,3140,4,2021-10-19,"Great stay, would come back again."
6086,8105,968,5,2025-07-16,"Great stay, would come back again."
6087,37794,1091,4,2021-06-02,Room smelled a bit musty.
6088,12400,8459,4,2022-12-14,Loved the location and amenities.
6089,18836,6836,5,2024-10-02,Room was clean and staff were friendly.
6090,49337,5380,5,2022-03-24,Perfect for a weekend getaway.
6091,12794,1593,5,2022-07-21,Bed was uncomfortable but view was great.
6092,9509,667,3,2021-05-19,"Would not recommend, poor housekeeping."
6093,48464,14,5,2024-11-26,Check-in took too long.
6094,47425,5323,3,2023-05-29,"Average experience, nothing special."
6095,34521,3419,4,2024-12-05,"Would not recommend, poor housekeeping."
6096,46016,3997,3,2021-05-23,"Would not recommend, poor housekeeping."
6097,26319,8164,4,2023-04-30,Room smelled a bit musty.
6098,3609,1232,4,2021-12-15,Excellent service from the front desk.
6099,12931,1974,4,2021-02-21,Excellent service from the front desk.
6100,21410,707,3,2023-04-25,Room was clean and staff were friendly.
6101,48183,500,5,2021-02-03,"Average experience, nothing special."
6102,46554,444,3,2022-11-07,Excellent service from the front desk.
6103,4496,6687,3,2022-09-19,Room smelled a bit musty.
6104,14622,6750,4,2025-05-19,Room was clean and staff were friendly.
6105,46577,5084,5,2024-03-25,Loved the location and amenities.
6106,17602,7044,4,2023-02-05,Check-in took too long.
6107,14092,1184,4,2024-12-19,Loved the location and amenities.
6108,32020,7928,4,2023-07-19,Check-in took too long.
6109,34385,3122,4,2022-01-27,Room was clean and staff were friendly.
6110,46318,3485,3,2021-07-11,Excellent service from the front desk.
6111,18575,8323,5,2022-09-27,Loved the location and amenities.
6112,29324,2974,1,2022-05-05,Bed was uncomfortable but view was great.
6113,17069,1482,5,2024-03-23,Loved the location and amenities.
6114,36610,5208,4,2021-10-03,Room was clean and staff were friendly.
6115,44998,9162,4,2023-08-01,Excellent service from the front desk.
6116,37409,8009,4,2025-08-02,Bed was uncomfortable but view was great.
6117,28100,7468,1,2023-03-19,Room was clean and staff were friendly.
6118,11285,9042,4,2022-03-01,"Would not recommend, poor housekeeping."
6119,31106,4680,5,2024-06-20,Loved the location and amenities.
6120,8525,2429,4,2024-09-05,Check-in took too long.
6121,22442,4019,2,2022-04-28,"Great stay, would come back again."
6122,24682,6268,3,2021-05-23,Perfect for a weekend getaway.
6123,39749,9158,5,2022-06-28,Bed was uncomfortable but view was great.
6124,32731,3119,5,2024-12-14,Loved the location and amenities.
6125,24967,8029,5,2023-07-31,Loved the location and amenities.
6126,19919,4301,5,2022-01-16,Bed was uncomfortable but view was great.
6127,38262,9495,4,2023-12-10,Excellent service from the front desk.
6128,17699,6057,5,2021-04-16,Perfect for a weekend getaway.
6129,40085,4040,5,2023-07-11,Check-in took too long.
6130,9216,6369,4,2021-03-01,Bed was uncomfortable but view was great.
6131,22438,3698,5,2022-09-12,Perfect for a weekend getaway.
6132,36208,650,5,2021-05-10,Room was clean and staff were friendly.
6133,31133,7110,2,2023-10-03,Check-in took too long.
6134,2203,8608,5,2025-05-10,Loved the location and amenities.
6135,51378,8741,1,2023-07-16,"Great stay, would come back again."
6136,47407,5470,3,2024-09-09,Room smelled a bit musty.
6137,38520,4474,3,2025-06-27,"Average experience, nothing special."
6138,48435,1884,4,2021-06-23,Room was clean and staff were friendly.
6139,43334,9870,5,2022-12-05,Perfect for a weekend getaway.
6140,2528,4343,4,2023-07-18,Check-in took too long.
6141,29372,7803,4,2022-05-15,"Would not recommend, poor housekeeping."
6142,15251,5741,5,2023-07-30,Room smelled a bit musty.
6143,47254,7359,4,2023-11-11,Room was clean and staff were friendly.
6144,35469,7992,4,2024-05-02,Room was clean and staff were friendly.
6145,13907,23,4,2022-10-31,"Great stay, would come back again."
6146,43613,5855,3,2023-01-09,"Average experience, nothing special."
6147,38829,9976,5,2023-10-22,Bed was uncomfortable but view was great.
6148,13446,6065,2,2024-10-13,"Would not recommend, poor housekeeping."
6149,26964,2645,4,2023-07-06,Bed was uncomfortable but view was great.
6150,54294,3368,3,2021-12-23,"Great stay, would come back again."
6151,10621,1204,4,2022-11-29,"Average experience, nothing special."
6152,25070,2249,1,2022-07-18,Check-in took too long.
6153,37066,6507,5,2023-04-30,Check-in took too long.
6154,35150,6007,5,2022-09-09,"Great stay, would come back again."
6155,10101,3668,4,2023-03-17,Check-in took too long.
6156,9433,8107,5,2023-12-04,Bed was uncomfortable but view was great.
6157,8117,6549,5,2024-08-14,"Average experience, nothing special."
6158,9385,9017,4,2021-06-22,Check-in took too long.
6159,11391,9930,5,2025-01-28,Bed was uncomfortable but view was great.
6160,43568,7763,5,2023-07-25,Bed was uncomfortable but view was great.
6161,52807,1455,5,2025-11-27,"Average experience, nothing special."
6162,4033,551,4,2023-03-19,Bed was uncomfortable but view was great.
6163,40976,2293,4,2022-03-04,Check-in took too long.
6164,14042,8530,5,2025-11-20,Room smelled a bit musty.
6165,42538,1098,4,2023-12-01,Perfect for a weekend getaway.
6166,24864,4126,4,2022-07-15,"Great stay, would come back again."
6167,33542,6891,5,2025-12-26,Room smelled a bit musty.
6168,6765,2261,4,2024-11-11,"Would not recommend, poor housekeeping."
6169,6713,562,5,2023-06-13,"Great stay, would come back again."
6170,7749,5582,3,2021-07-11,"Great stay, would come back again."
6171,11080,848,2,2025-11-19,Excellent service from the front desk.
6172,41612,9928,4,2021-06-26,Loved the location and amenities.
6173,30976,6033,4,2024-02-21,Room was clean and staff were friendly.
6174,52504,8961,2,2025-12-11,"Average experience, nothing special."
6175,35099,37,4,2024-08-03,"Would not recommend, poor housekeeping."
6176,661,2188,5,2023-02-02,Room smelled a bit musty.
6177,47399,3768,1,2021-10-18,"Great stay, would come back again."
6178,25477,1933,5,2024-04-03,Excellent service from the front desk.
6179,20864,3750,1,2023-12-16,"Great stay, would come back again."
6180,33153,6062,2,2024-03-04,Room was clean and staff were friendly.
6181,1946,1367,4,2024-07-13,Excellent service from the front desk.
6182,34213,4042,1,2024-04-11,Perfect for a weekend getaway.
6183,24307,7329,4,2022-01-05,Room was clean and staff were friendly.
6184,9750,8084,4,2022-01-07,Excellent service from the front desk.
6185,41934,8662,4,2021-10-17,"Would not recommend, poor housekeeping."
6186,36915,4965,5,2025-08-09,Room smelled a bit musty.
6187,26608,1873,5,2022-07-07,Room was clean and staff were friendly.
6188,6172,4441,5,2021-07-24,Bed was uncomfortable but view was great.
6189,12760,7686,3,2021-11-19,Bed was uncomfortable but view was great.
6190,33203,3844,3,2023-11-10,Loved the location and amenities.
6191,9292,1845,4,2025-10-15,Bed was uncomfortable but view was great.
6192,42049,1809,3,2025-05-10,"Great stay, would come back again."
6193,38335,874,4,2026-01-13,Bed was uncomfortable but view was great.
6194,43868,1069,4,2023-05-18,"Would not recommend, poor housekeeping."
6195,6859,494,4,2024-08-11,Room smelled a bit musty.
6196,32051,2259,3,2022-01-24,Bed was uncomfortable but view was great.
6197,26930,2176,5,2023-08-03,Check-in took too long.
6198,10826,5095,5,2024-10-30,Perfect for a weekend getaway.
6199,22532,973,5,2022-02-15,Loved the location and amenities.
6200,48031,7805,5,2025-07-27,Bed was uncomfortable but view was great.
6201,46167,432,1,2023-11-12,Excellent service from the front desk.
6202,17266,8066,4,2025-01-24,Room smelled a bit musty.
6203,26594,6249,4,2023-08-22,Perfect for a weekend getaway.
6204,49551,7490,5,2024-04-06,Loved the location and amenities.
6205,29839,7935,3,2023-01-31,"Great stay, would come back again."
6206,33864,4614,4,2024-07-06,Excellent service from the front desk.
6207,5544,2613,2,2025-01-11,Check-in took too long.
6208,48582,2308,5,2021-12-07,Excellent service from the front desk.
6209,36017,4969,1,2022-04-27,"Average experience, nothing special."
6210,28429,3873,4,2025-05-24,"Great stay, would come back again."
6211,6988,4639,5,2021-01-29,Room smelled a bit musty.
6212,33348,5893,5,2021-02-17,Perfect for a weekend getaway.
6213,39796,7113,5,2023-05-02,Room smelled a bit musty.
6214,43992,5144,5,2025-06-25,Room was clean and staff were friendly.
6215,42526,555,5,2022-09-28,Bed was uncomfortable but view was great.
6216,17064,4324,4,2023-06-03,"Would not recommend, poor housekeeping."
6217,27496,7360,4,2021-11-05,Room smelled a bit musty.
6218,3264,6133,4,2024-10-18,Excellent service from the front desk.
6219,18093,9288,4,2022-12-29,Loved the location and amenities.
6220,31963,9061,4,2024-11-01,Perfect for a weekend getaway.
6221,1431,9569,5,2021-09-14,Room was clean and staff were friendly.
6222,41738,576,4,2022-12-30,Room smelled a bit musty.
6223,54408,170,5,2021-09-26,Room was clean and staff were friendly.
6224,7977,7105,5,2025-05-04,Excellent service from the front desk.
6225,34078,8329,4,2022-04-21,Room smelled a bit musty.
6226,7754,6782,5,2024-07-31,Perfect for a weekend getaway.
6227,50553,3814,4,2025-04-27,Perfect for a weekend getaway.
6228,4855,2711,5,2023-08-14,"Average experience, nothing special."
6229,51643,1176,3,2025-01-30,Bed was uncomfortable but view was great.
6230,28457,5042,4,2021-10-31,Check-in took too long.
6231,28924,8005,4,2024-05-18,Perfect for a weekend getaway.
6232,37255,7001,4,2021-12-09,"Would not recommend, poor housekeeping."
6233,42588,1669,5,2025-06-22,Room was clean and staff were friendly.
6234,26889,1863,4,2022-09-27,"Average experience, nothing special."
6235,28202,955,2,2025-10-12,Loved the location and amenities.
6236,8959,520,4,2021-10-03,Bed was uncomfortable but view was great.
6237,48246,9388,5,2021-08-29,"Average experience, nothing special."
6238,48632,7569,4,2024-07-01,"Average experience, nothing special."
6239,45417,6341,4,2022-07-11,Room was clean and staff were friendly.
6240,4952,6968,4,2025-11-23,Bed was uncomfortable but view was great.
6241,12645,3707,5,2021-12-29,"Great stay, would come back again."
6242,50811,4236,5,2025-02-27,Perfect for a weekend getaway.
6243,32665,6876,4,2021-02-23,"Would not recommend, poor housekeeping."
6244,36614,7777,2,2021-05-25,"Great stay, would come back again."
6245,2181,3658,2,2021-06-20,Room smelled a bit musty.
6246,47009,603,3,2024-05-21,Excellent service from the front desk.
6247,44834,9117,2,2025-02-03,Room smelled a bit musty.
6248,40630,1964,4,2022-11-04,Excellent service from the front desk.
6249,17308,6398,4,2022-02-11,Room smelled a bit musty.
6250,5886,5865,4,2021-05-06,Check-in took too long.
6251,44646,4130,3,2021-04-18,Room smelled a bit musty.
6252,6027,1582,1,2022-04-01,"Great stay, would come back again."
6253,663,1561,4,2022-11-22,Room was clean and staff were friendly.
6254,51585,7007,4,2023-12-22,Excellent service from the front desk.
6255,39648,854,1,2023-11-19,"Great stay, would come back again."
6256,18835,6507,4,2021-04-01,"Average experience, nothing special."
6257,14068,9618,2,2024-02-07,Room smelled a bit musty.
6258,53250,9912,5,2025-10-23,Check-in took too long.
6259,22257,9350,4,2025-10-25,Bed was uncomfortable but view was great.
6260,6836,5614,1,2022-06-03,"Would not recommend, poor housekeeping."
6261,54222,2266,5,2022-02-15,Excellent service from the front desk.
6262,32870,9066,4,2025-03-31,Room was clean and staff were friendly.
6263,49226,587,4,2024-05-11,Excellent service from the front desk.
6264,25214,6671,4,2022-09-21,Loved the location and amenities.
6265,9009,8747,4,2023-01-20,Room smelled a bit musty.
6266,3575,2776,1,2021-02-23,Loved the location and amenities.
6267,33279,6038,2,2023-12-30,"Great stay, would come back again."
6268,11624,2135,2,2021-12-01,"Would not recommend, poor housekeeping."
6269,3550,3745,5,2022-04-01,"Would not recommend, poor housekeeping."
6270,27206,1223,5,2024-02-27,Loved the location and amenities.
6271,428,5926,4,2022-01-03,Perfect for a weekend getaway.
6272,4975,7659,3,2021-07-28,Bed was uncomfortable but view was great.
6273,31379,6905,4,2023-07-31,Bed was uncomfortable but view was great.
6274,5170,2400,1,2021-10-10,Loved the location and amenities.
6275,40311,5514,5,2023-05-25,Excellent service from the front desk.
6276,50518,724,3,2022-01-29,Excellent service from the front desk.
6277,7126,3107,4,2021-09-27,Room smelled a bit musty.
6278,49304,6308,4,2025-01-08,"Average experience, nothing special."
6279,7314,292,3,2024-03-26,Loved the location and amenities.
6280,43243,429,4,2025-03-18,"Average experience, nothing special."
6281,25326,3066,4,2023-05-15,Excellent service from the front desk.
6282,42344,6553,4,2021-12-18,Loved the location and amenities.
6283,29757,7608,5,2023-06-24,Excellent service from the front desk.
6284,10743,7738,4,2025-03-20,Perfect for a weekend getaway.
6285,6395,3836,4,2021-08-20,Perfect for a weekend getaway.
6286,52970,7312,3,2025-07-23,Excellent service from the front desk.
6287,24628,1076,3,2023-05-02,Room smelled a bit musty.
6288,42931,1181,3,2025-05-09,"Would not recommend, poor housekeeping."
6289,43072,1829,4,2022-12-26,Check-in took too long.
6290,10822,8635,4,2023-04-07,Room was clean and staff were friendly.
6291,983,6585,2,2021-07-07,"Great stay, would come back again."
6292,50216,8084,4,2025-03-27,Excellent service from the front desk.
6293,2613,503,4,2021-05-29,Bed was uncomfortable but view was great.
6294,1292,2786,5,2022-08-27,"Average experience, nothing special."
6295,15396,14,4,2021-03-12,"Would not recommend, poor housekeeping."
6296,692,6461,4,2023-07-26,Perfect for a weekend getaway.
6297,12807,3057,5,2021-08-23,"Would not recommend, poor housekeeping."
6298,26364,7817,5,2023-03-18,"Would not recommend, poor housekeeping."
6299,16182,9194,4,2024-11-28,Loved the location and amenities.
6300,47982,1335,3,2022-02-19,Excellent service from the front desk.
6301,6753,3434,5,2025-01-29,Excellent service from the front desk.
6302,521,9429,5,2021-02-19,"Average experience, nothing special."
6303,47708,5672,4,2021-12-27,"Great stay, would come back again."
6304,50976,4416,4,2024-05-11,Room was clean and staff were friendly.
6305,8991,2175,5,2022-04-26,"Average experience, nothing special."
6306,53530,4452,4,2024-06-11,Check-in took too long.
6307,14791,6954,5,2023-12-13,Room was clean and staff were friendly.
6308,48737,323,1,2022-05-10,Room was clean and staff were friendly.
6309,36314,1635,5,2024-08-03,Loved the location and amenities.
6310,3804,2651,5,2022-07-05,"Average experience, nothing special."
6311,7281,2300,4,2022-05-16,Excellent service from the front desk.
6312,4894,3156,5,2021-07-11,Check-in took too long.
6313,19247,8819,3,2025-02-04,"Great stay, would come back again."
6314,6333,7520,4,2023-09-13,Loved the location and amenities.
6315,46395,6464,3,2024-12-15,Perfect for a weekend getaway.
6316,17967,8274,4,2021-05-26,Room was clean and staff were friendly.
6317,29987,7088,5,2022-08-18,Excellent service from the front desk.
6318,44597,2792,4,2023-08-11,"Would not recommend, poor housekeeping."
6319,8244,8296,5,2023-10-15,"Great stay, would come back again."
6320,53782,2415,4,2025-10-05,"Great stay, would come back again."
6321,755,5309,5,2023-05-06,"Average experience, nothing special."
6322,8290,5076,3,2022-07-04,"Would not recommend, poor housekeeping."
6323,37751,5651,4,2023-03-16,"Would not recommend, poor housekeeping."
6324,23729,9980,2,2025-08-31,Room smelled a bit musty.
6325,44286,2017,4,2021-01-20,Excellent service from the front desk.
6326,52661,8060,5,2024-05-27,Excellent service from the front desk.
6327,33532,7205,5,2023-06-05,"Average experience, nothing special."
6328,4306,7891,4,2025-03-01,Check-in took too long.
