room_id,hotel_id,room_type_id,room_number,floor,status
1077,22,88,101,1,maintenance
1078,22,88,1002,10,available
1079,22,87,1203,12,available
1080,22,86,1104,11,available
1081,22,86,305,3,occupied
1082,22,86,406,4,occupied
1083,22,85,1107,11,available
1084,22,86,508,5,maintenance
1085,22,85,1109,11,available
1086,22,85,1210,12,available
1087,22,85,611,6,available
1088,22,86,312,3,occupied
1089,22,85,613,6,available
1090,22,88,714,7,available
1091,22,87,815,8,available
1092,22,86,416,4,available
1093,22,86,1117,11,occupied
1094,22,86,818,8,available
1095,22,87,719,7,available
1096,22,85,700,7,available
1097,22,85,101,1,occupied
1098,22,87,402,4,available
1099,22,87,303,3,available
1100,22,86,704,7,occupied
1101,22,88,905,9,available
1102,22,88,606,6,available
1103,22,86,807,8,available
1104,22,87,808,8,maintenance
1105,22,87,309,3,available
1106,22,88,310,3,available
1107,22,86,1111,11,available
1108,22,86,912,9,available
1109,22,86,213,2,available
1110,22,87,914,9,available
1111,22,85,515,5,occupied
1112,22,87,1216,12,available
1113,22,85,1017,10,maintenance
1114,22,85,418,4,occupied
1115,22,87,419,4,occupied
1116,22,86,1100,11,available
1117,22,85,301,3,maintenance
1118,22,87,1202,12,occupied
1119,22,88,1003,10,available
1120,22,88,404,4,available
1121,23,91,700,7,available
1122,23,90,1001,10,available
1123,23,90,1102,11,occupied
1124,23,91,1003,10,available
1125,23,89,704,7,available
1126,23,89,405,4,available
1127,23,90,606,6,available
1128,23,89,907,9,available
1129,23,89,708,7,maintenance
1130,23,89,1209,12,available
1131,23,91,310,3,available
1132,23,89,411,4,available
1133,23,91,1212,12,available
1134,23,91,913,9,available
1135,23,89,414,4,occupied
1136,23,89,615,6,available
1137,23,90,116,1,occupied
1138,23,90,217,2,maintenance
1139,23,91,1018,10,occupied
1140,23,89,219,2,available
1141,23,89,1000,10,available
1142,23,90,1001,10,available
1143,23,91,402,4,available
1144,23,91,503,5,available
1145,23,91,1204,12,occupied
1146,23,90,405,4,occupied
1147,23,90,206,2,available
1148,23,91,407,4,occupied
1149,23,90,108,1,available
1150,23,90,609,6,occupied
1151,23,91,1210,12,available
1152,23,91,211,2,maintenance
1153,23,91,112,1,available
1154,23,89,313,3,occupied
1155,23,89,1214,12,available
1156,23,89,415,4,occupied
1157,23,89,316,3,available
1158,23,89,1117,11,available
1159,23,91,318,3,available
1160,23,91,1219,12,available
1161,23,91,500,5,occupied
1162,23,90,301,3,available
1163,23,89,802,8,available
1164,23,89,603,6,available
1165,23,89,1104,11,occupied
1166,23,90,205,2,available
1167,23,89,406,4,available
1168,23,90,207,2,available
1169,23,91,308,3,available
1170,24,96,1100,11,available
1171,24,96,1001,10,maintenance
1172,24,95,302,3,occupied
1173,24,96,903,9,available
1174,24,93,804,8,available
1175,24,96,805,8,available
1176,24,94,1006,10,available
1177,24,92,407,4,available
1178,24,95,908,9,available
1179,24,92,1009,10,available
1180,24,93,110,1,available
1181,24,96,211,2,available
1182,24,95,1112,11,available
1183,24,93,113,1,available
1184,24,96,414,4,occupied
1185,24,93,115,1,available
1186,24,96,916,9,occupied
1187,24,93,917,9,available
1188,24,94,918,9,available
1189,24,94,519,5,available
1190,24,93,300,3,available
1191,24,95,401,4,available
1192,24,93,1202,12,available
1193,24,96,303,3,available
1194,24,92,704,7,occupied
1195,24,96,205,2,occupied
1196,24,94,806,8,available
1197,24,94,607,6,available
1198,24,92,108,1,occupied
1199,24,92,1209,12,available
1200,24,94,310,3,occupied
1201,24,96,211,2,available
1202,24,93,812,8,maintenance
1203,24,92,813,8,occupied
1204,24,96,1114,11,available
1205,24,96,115,1,occupied
1206,24,94,616,6,available
1207,24,92,917,9,available
1208,24,94,518,5,available
1209,24,96,319,3,available
1210,24,96,900,9,available
1211,24,95,901,9,occupied
1212,24,92,302,3,available
1213,24,94,903,9,available
1214,24,92,604,6,available
1215,24,92,905,9,available
1216,24,92,106,1,available
1217,24,92,1107,11,available
1218,24,93,708,7,available
1219,24,94,209,2,available
1220,24,96,510,5,available
1221,24,95,711,7,available
1222,24,93,712,7,available
1223,24,94,913,9,available
1224,24,94,614,6,available
1225,24,94,515,5,occupied
1226,24,96,716,7,occupied
1227,24,96,1217,12,available
1228,24,95,118,1,available
1229,24,93,719,7,available
1230,24,96,900,9,available
1231,24,94,101,1,occupied
1232,24,96,302,3,available
1233,25,98,100,1,occupied
1234,25,98,501,5,occupied
1235,25,97,902,9,occupied
1236,25,99,103,1,available
1237,25,99,504,5,maintenance
1238,25,99,305,3,available
1239,25,98,806,8,occupied
1240,25,97,907,9,available
1241,25,99,408,4,available
1242,25,97,709,7,available
1243,25,97,1110,11,available
1244,25,99,711,7,available
1245,25,98,1212,12,available
1246,25,99,1113,11,available
1247,25,99,514,5,available
1248,25,97,115,1,available
1249,25,98,1216,12,available
1250,25,99,1217,12,occupied
1251,25,98,418,4,available
1252,25,98,219,2,available
1253,25,97,700,7,available
1254,25,99,701,7,available
1255,25,98,502,5,occupied
1256,25,97,303,3,available
1257,25,97,1204,12,available
1258,25,98,905,9,available
1259,25,98,406,4,maintenance
1260,25,99,107,1,available
1261,25,98,708,7,available
1262,25,98,509,5,available
1263,25,99,910,9,occupied
1264,25,97,411,4,occupied
1265,25,98,412,4,available
1266,26,101,500,5,available
1267,26,101,801,8,available
1268,26,100,1102,11,available
1269,26,100,503,5,available
1270,26,100,504,5,available
1271,26,101,405,4,maintenance
1272,26,102,406,4,occupied
1273,26,102,1007,10,available
1274,26,100,708,7,occupied
1275,26,101,209,2,available
1276,26,103,910,9,available
1277,26,100,911,9,available
1278,26,101,412,4,available
1279,26,101,813,8,available
1280,26,103,1114,11,available
1281,26,101,115,1,occupied
1282,26,100,1216,12,available
1283,26,100,1017,10,occupied
1284,26,103,618,6,maintenance
1285,26,100,819,8,maintenance
1286,26,103,900,9,occupied
1287,26,100,101,1,occupied
1288,26,101,102,1,maintenance
1289,26,100,1003,10,available
1290,26,103,204,2,available
1291,26,100,405,4,available
1292,26,102,806,8,available
1293,26,103,507,5,occupied
1294,26,100,1208,12,occupied
1295,26,100,1009,10,available
1296,26,103,610,6,available
1297,26,102,311,3,occupied
1298,26,100,512,5,available
1299,26,100,913,9,available
1300,26,102,214,2,available
1301,26,101,415,4,available
1302,26,103,616,6,occupied
1303,26,101,717,7,available
1304,26,101,418,4,available
1305,26,101,219,2,available
1306,26,102,600,6,available
1307,26,100,201,2,available
1308,26,100,1202,12,occupied
1309,26,102,303,3,available
1310,26,103,1204,12,available
1311,26,102,1105,11,available
1312,26,102,406,4,available
1313,26,103,707,7,available
1314,26,100,908,9,available
1315,26,100,1209,12,available
1316,26,100,110,1,occupied
1317,26,100,911,9,occupied
1318,26,102,712,7,available
1319,26,100,113,1,available
1320,26,103,214,2,available
1321,26,101,215,2,maintenance
1322,26,101,516,5,occupied
1323,26,102,117,1,occupied
1324,26,101,718,7,available
1325,26,103,1119,11,occupied
1326,26,103,900,9,available
1327,26,101,1001,10,available
1328,27,105,500,5,occupied
1329,27,104,201,2,available
1330,27,106,102,1,occupied
1331,27,105,403,4,available
1332,27,104,804,8,occupied
1333,27,106,1205,12,occupied
1334,27,104,706,7,available
1335,27,104,1107,11,available
1336,27,106,208,2,available
1337,27,106,609,6,available
1338,27,106,110,1,available
1339,27,104,911,9,available
1340,27,106,1012,10,occupied
1341,27,105,513,5,available
1342,27,104,1214,12,maintenance
1343,27,105,1015,10,occupied
1344,27,105,1016,10,occupied
1345,27,106,1117,11,available
1346,27,106,1018,10,occupied
1347,27,106,519,5,occupied
1348,27,106,1000,10,occupied
1349,27,106,1201,12,available
1350,27,105,202,2,occupied
1351,27,105,303,3,available
1352,27,105,1004,10,available
1353,27,106,405,4,available
1354,27,106,206,2,available
1355,27,106,507,5,available
1356,27,104,308,3,occupied
1357,27,104,309,3,occupied
1358,27,104,510,5,occupied
1359,27,105,711,7,available
1360,27,104,712,7,available
1361,27,104,913,9,available
1362,27,105,1114,11,available
1363,27,105,115,1,available
1364,27,104,1216,12,available
1365,27,106,1217,12,available
1366,27,106,418,4,available
1367,27,106,1019,10,occupied
1368,27,106,400,4,occupied
1369,27,106,301,3,available
1370,27,106,102,1,occupied
1371,27,105,103,1,occupied
1372,27,105,1104,11,available
1373,27,104,1205,12,available
1374,27,105,606,6,available
1375,27,104,707,7,available
1376,27,105,908,9,available
1377,27,105,1109,11,available
1378,27,106,710,7,available
1379,27,105,711,7,available
1380,27,104,112,1,available
1381,27,105,213,2,available
1382,27,106,314,3,occupied
1383,27,106,615,6,available
1384,27,104,516,5,occupied
1385,27,105,717,7,available
1386,27,104,1018,10,occupied
1387,27,105,919,9,available
1388,27,104,100,1,occupied
1389,27,104,801,8,occupied
1390,27,104,102,1,available
1391,28,108,1000,10,available
1392,28,108,201,2,maintenance
1393,28,107,702,7,available
1394,28,107,203,2,available
1395,28,109,604,6,occupied
1396,28,107,105,1,occupied
1397,28,108,906,9,available
1398,28,109,507,5,available
1399,28,109,1008,10,available
1400,28,109,609,6,available
1401,28,108,310,3,occupied
1402,28,109,411,4,occupied
1403,28,108,1112,11,available
1404,28,107,113,1,occupied
1405,28,107,1114,11,available
1406,28,107,815,8,available
1407,28,109,516,5,available
1408,28,107,1217,12,occupied
1409,28,107,1218,12,available
1410,28,108,1119,11,available
1411,28,107,600,6,available
1412,28,107,1201,12,occupied
1413,28,109,1102,11,occupied
1414,28,108,103,1,maintenance
1415,28,109,1204,12,occupied
1416,28,107,505,5,available
1417,28,109,1106,11,available
1418,28,107,407,4,available
1419,28,108,408,4,available
1420,28,107,609,6,available
1421,28,107,410,4,available
1422,28,108,211,2,available
1423,28,107,812,8,available
1424,28,107,1113,11,available
1425,28,109,314,3,available
1426,28,107,415,4,occupied
1427,28,107,916,9,maintenance
1428,28,108,317,3,available
1429,28,109,1018,10,maintenance
1430,28,108,219,2,available
1431,28,108,200,2,occupied
1432,28,109,501,5,available
1433,28,109,102,1,occupied
1434,28,107,1003,10,available
1435,28,107,704,7,available
1436,28,107,205,2,available
1437,28,108,106,1,available
1438,28,107,1107,11,available
1439,28,107,708,7,available
1440,28,107,309,3,occupied
1441,28,109,810,8,available
1442,28,107,311,3,available
1443,28,107,1112,11,available
1444,28,108,1013,10,available
1445,28,107,214,2,available
1446,28,108,915,9,occupied
1447,28,108,316,3,available
1448,28,108,1217,12,occupied
1449,28,109,1118,11,available
1450,28,107,719,7,occupied
1451,28,107,900,9,available
1452,28,107,901,9,available
1453,29,113,100,1,available
1454,29,114,801,8,maintenance
1455,29,110,802,8,occupied
1456,29,114,903,9,occupied
1457,29,113,704,7,available
1458,29,110,805,8,available
1459,29,110,706,7,occupied
1460,29,113,407,4,occupied
1461,29,114,308,3,occupied
1462,29,110,609,6,occupied
1463,29,113,910,9,available
1464,29,111,311,3,available
1465,29,112,612,6,available
1466,29,110,713,7,available
1467,29,112,114,1,occupied
1468,29,114,815,8,occupied
1469,29,112,716,7,available
1470,29,110,917,9,available
1471,29,111,218,2,maintenance
1472,29,111,619,6,available
1473,29,113,1000,10,maintenance
1474,29,114,1001,10,available
1475,29,112,402,4,available
1476,29,114,903,9,available
1477,29,114,104,1,maintenance
1478,29,111,105,1,occupied
1479,29,110,1006,10,available
1480,29,111,1107,11,occupied
1481,29,113,1208,12,available
1482,29,112,909,9,maintenance
1483,29,111,510,5,occupied
1484,29,112,1211,12,available
1485,29,114,1112,11,available
1486,29,110,513,5,available
1487,29,114,914,9,available
1488,29,110,1215,12,available
1489,29,110,616,6,occupied
1490,29,111,917,9,available
1491,29,113,818,8,available
1492,29,111,119,1,occupied
1493,29,113,500,5,available
1494,29,110,1001,10,available
1495,29,113,802,8,available
1496,29,113,703,7,available
1497,29,114,1004,10,occupied
1498,29,114,805,8,occupied
1499,29,111,306,3,available
1500,29,114,407,4,available
1501,29,110,1108,11,available
1502,29,114,109,1,available
1503,30,116,600,6,available
1504,30,117,101,1,available
1505,30,117,702,7,available
1506,30,119,603,6,available
1507,30,119,104,1,available
1508,30,115,305,3,available
1509,30,119,306,3,occupied
1510,30,117,607,6,available
1511,30,116,908,9,available
1512,30,119,709,7,available
1513,30,117,1010,10,available
1514,30,116,1111,11,maintenance
1515,30,119,1212,12,available
1516,30,117,713,7,occupied
1517,30,116,414,4,available
1518,30,119,215,2,available
1519,30,116,516,5,available
1520,30,117,317,3,available
1521,30,117,1218,12,maintenance
1522,30,118,319,3,occupied
1523,30,117,700,7,available
1524,30,119,301,3,available
1525,30,119,402,4,occupied
1526,30,116,603,6,available
1527,30,117,204,2,available
1528,30,119,205,2,available
1529,30,118,606,6,available
1530,30,118,907,9,available
1531,30,118,908,9,available
1532,30,119,609,6,occupied
1533,30,117,510,5,available
1534,30,116,511,5,available
1535,30,115,1112,11,occupied
1536,30,119,213,2,occupied
1537,30,115,814,8,available
1538,30,116,115,1,available
1539,30,117,1016,10,available
1540,30,115,217,2,occupied
1541,30,116,718,7,available
1542,30,117,519,5,available
1543,30,117,600,6,available
1544,31,121,600,6,available
1545,31,121,701,7,available
1546,31,124,202,2,available
1547,31,123,803,8,occupied
1548,31,120,104,1,maintenance
1549,31,122,305,3,available
1550,31,120,506,5,maintenance
1551,31,120,107,1,occupied
1552,31,121,808,8,available
1553,31,124,209,2,available
1554,31,124,810,8,available
1555,31,124,1211,12,occupied
1556,31,123,112,1,available
1557,31,121,413,4,occupied
1558,31,124,914,9,occupied
1559,31,122,715,7,available
1560,31,121,616,6,available
1561,31,123,717,7,available
1562,31,122,1018,10,available
1563,31,123,919,9,available
1564,31,122,300,3,available
1565,31,122,901,9,available
1566,31,122,902,9,available
1567,31,124,703,7,maintenance
1568,31,122,1204,12,occupied
1569,31,122,305,3,available
1570,31,122,1006,10,occupied
1571,31,120,1207,12,available
1572,31,122,108,1,available
1573,31,120,109,1,available
1574,31,122,610,6,available
1575,31,124,1111,11,occupied
1576,31,120,412,4,available
1577,31,120,613,6,occupied
1578,31,120,414,4,available
1579,31,122,815,8,available
1580,31,121,1116,11,available
1581,31,124,1217,12,available
1582,31,120,518,5,available
1583,31,124,919,9,available
1584,31,123,1000,10,available
1585,31,123,301,3,available
1586,31,121,702,7,available
1587,32,126,1200,12,occupied
1588,32,127,701,7,available
1589,32,125,302,3,available
1590,32,127,1203,12,occupied
1591,32,126,504,5,available
1592,32,125,905,9,available
1593,32,125,1206,12,available
1594,32,125,1207,12,available
1595,32,125,308,3,available
1596,32,125,1109,11,available
1597,32,126,1010,10,available
1598,32,126,1211,12,available
1599,32,125,912,9,available
1600,32,126,813,8,available
1601,32,127,914,9,available
1602,32,125,915,9,available
1603,32,126,716,7,available
1604,32,125,1117,11,available
1605,32,125,618,6,available
1606,32,126,519,5,occupied
1607,32,126,900,9,available
1608,32,126,301,3,available
1609,32,127,102,1,available
1610,32,127,203,2,available
1611,32,127,1204,12,available
1612,32,127,905,9,available
1613,32,125,706,7,available
1614,32,125,1207,12,available
1615,32,125,1108,11,available
1616,32,125,809,8,available
1617,32,125,810,8,occupied
1618,32,127,411,4,occupied
1619,32,127,1012,10,maintenance
1620,32,125,613,6,available
1621,32,125,1014,10,maintenance
1622,32,127,415,4,occupied
1623,32,125,216,2,occupied
1624,32,126,1117,11,occupied
1625,32,125,1118,11,available
1626,32,127,919,9,available
1627,32,125,600,6,available
1628,32,127,401,4,occupied
1629,32,127,402,4,available
1630,32,126,503,5,available
1631,32,126,1204,12,available
1632,32,127,1205,12,occupied
1633,32,125,306,3,occupied
1634,32,126,407,4,occupied
1635,32,127,608,6,available
1636,32,126,1009,10,occupied
1637,32,126,1010,10,occupied
1638,32,125,311,3,occupied
1639,32,127,1012,10,available
1640,32,125,1013,10,available
1641,32,125,314,3,available
1642,32,125,1115,11,occupied
1643,32,126,916,9,occupied
1644,32,127,217,2,available
1645,32,127,618,6,available
1646,32,127,919,9,available
1647,32,125,100,1,occupied
1648,32,125,301,3,occupied
1649,32,126,1202,12,occupied
1650,32,125,903,9,available
1651,32,125,104,1,available
1652,32,127,805,8,available
1653,32,127,806,8,available
1654,32,127,1007,10,available
1655,32,127,408,4,available
1656,32,127,1209,12,occupied
1657,33,130,300,3,available
1658,33,131,101,1,occupied
1659,33,128,402,4,available
1660,33,130,403,4,occupied
1661,33,128,1004,10,occupied
1662,33,130,205,2,available
1663,33,130,306,3,maintenance
1664,33,128,107,1,occupied
1665,33,129,1208,12,occupied
1666,33,130,1109,11,available
1667,33,130,410,4,available
1668,33,129,111,1,available
1669,33,129,112,1,available
1670,33,131,213,2,available
1671,33,131,214,2,available
1672,33,128,315,3,available
1673,33,129,1216,12,available
1674,33,129,317,3,available
1675,33,131,718,7,available
1676,33,129,119,1,available
1677,33,128,200,2,available
1678,33,131,201,2,available
1679,33,129,102,1,available
1680,33,128,803,8,available
1681,33,130,1104,11,occupied
1682,33,131,405,4,available
1683,33,129,106,1,available
1684,33,129,707,7,available
1685,33,129,908,9,available
1686,33,129,809,8,available
1687,33,130,910,9,available
1688,33,130,311,3,available
1689,33,130,112,1,occupied
1690,33,131,1113,11,available
1691,33,130,114,1,available
1692,33,130,315,3,available
1693,33,130,716,7,available
1694,33,129,1217,12,occupied
1695,33,130,1218,12,available
1696,33,128,1219,12,occupied
1697,33,128,400,4,occupied
1698,33,130,301,3,occupied
1699,33,131,102,1,occupied
1700,33,129,803,8,available
1701,33,130,404,4,available
1702,33,130,905,9,available
1703,33,130,706,7,available
1704,33,129,407,4,occupied
1705,33,130,208,2,occupied
1706,33,129,109,1,available
1707,33,131,110,1,available
1708,33,130,1011,10,available
1709,33,129,912,9,available
1710,33,128,313,3,available
1711,33,128,814,8,occupied
1712,33,128,715,7,available
1713,33,128,716,7,available
1714,33,129,517,5,available
1715,33,128,618,6,available
1716,33,129,1119,11,available
1717,33,128,400,4,occupied
1718,33,130,101,1,available
1719,34,132,1000,10,available
1720,34,135,801,8,available
1721,34,135,602,6,available
1722,34,134,1003,10,available
1723,34,135,1004,10,available
1724,34,134,605,6,available
1725,34,133,406,4,available
1726,34,132,307,3,occupied
1727,34,134,808,8,available
1728,34,132,109,1,available
1729,34,132,910,9,available
1730,34,133,111,1,occupied
1731,34,135,912,9,available
1732,34,135,713,7,available
1733,34,132,814,8,available
1734,34,132,915,9,available
1735,34,132,1216,12,available
1736,34,135,217,2,available
1737,34,132,1218,12,available
1738,34,134,1219,12,available
1739,34,132,400,4,available
1740,34,135,801,8,available
1741,34,132,802,8,occupied
1742,34,134,203,2,maintenance
1743,34,134,604,6,maintenance
1744,34,134,805,8,available
1745,34,135,306,3,available
1746,34,133,107,1,available
1747,34,135,308,3,available
1748,34,134,809,8,available
1749,34,135,1010,10,available
1750,34,132,411,4,available
1751,34,132,612,6,available
1752,34,133,1013,10,available
1753,34,135,514,5,occupied
1754,34,135,715,7,occupied
1755,34,132,616,6,available
1756,35,136,300,3,available
1757,35,137,101,1,available
1758,35,137,702,7,available
1759,35,136,503,5,maintenance
1760,35,138,1004,10,available
1761,35,136,205,2,available
1762,35,138,806,8,available
1763,35,136,507,5,available
1764,35,138,1108,11,available
1765,35,136,909,9,occupied
1766,35,138,210,2,occupied
1767,35,138,1211,12,occupied
1768,35,138,1212,12,available
1769,35,136,613,6,available
1770,35,138,214,2,available
1771,35,136,115,1,available
1772,35,138,916,9,available
1773,35,138,517,5,available
1774,35,138,818,8,occupied
1775,35,137,1019,10,available
1776,35,137,1100,11,available
1777,35,136,401,4,available
1778,35,137,1102,11,available
1779,35,137,703,7,available
1780,35,138,504,5,available
1781,35,137,205,2,available
1782,35,137,506,5,maintenance
1783,35,137,807,8,available
1784,35,136,408,4,occupied
1785,35,137,709,7,available
1786,35,138,1210,12,maintenance
1787,35,138,1011,10,available
1788,35,138,1012,10,occupied
1789,35,138,813,8,occupied
1790,35,136,1214,12,occupied
1791,35,137,315,3,occupied
1792,35,138,316,3,available
1793,35,137,117,1,available
1794,35,138,318,3,available
1795,35,137,119,1,occupied
1796,35,138,1100,11,available
1797,35,138,1101,11,available
1798,35,136,902,9,occupied
1799,35,136,403,4,available
1800,35,138,1004,10,available
1801,35,138,905,9,occupied
1802,35,138,806,8,occupied
1803,35,136,207,2,maintenance
1804,35,136,1208,12,occupied
1805,35,138,1109,11,available
1806,35,137,1110,11,available
1807,35,136,911,9,occupied
1808,35,137,512,5,available
1809,35,136,213,2,available
1810,35,137,914,9,available
1811,35,136,1015,10,maintenance
1812,35,138,616,6,available
1813,35,136,917,9,available
1814,35,136,518,5,available
1815,35,137,819,8,available
1816,35,138,200,2,occupied
1817,35,136,401,4,available
1818,35,136,502,5,available
1819,36,139,300,3,available
1820,36,142,1101,11,occupied
1821,36,141,302,3,available
1822,36,142,903,9,occupied
1823,36,140,804,8,occupied
1824,36,142,1005,10,occupied
1825,36,142,1106,11,available
1826,36,141,107,1,available
1827,36,140,1208,12,available
1828,36,139,1009,10,available
1829,36,141,710,7,available
1830,36,140,311,3,available
1831,36,140,612,6,occupied
1832,36,141,213,2,occupied
1833,36,142,1014,10,occupied
1834,36,142,315,3,available
1835,36,139,1016,10,occupied
1836,36,141,1017,10,available
1837,36,140,1218,12,available
1838,36,142,119,1,available
1839,36,141,300,3,available
1840,36,139,301,3,available
1841,36,139,702,7,available
1842,36,141,1003,10,occupied
1843,36,142,504,5,available
1844,36,140,105,1,available
1845,36,140,506,5,available
1846,36,140,1007,10,available
1847,36,142,308,3,maintenance
1848,36,142,809,8,available
1849,36,142,1010,10,available
1850,36,142,111,1,available
1851,36,139,212,2,available
1852,36,140,213,2,available
1853,36,140,614,6,available
1854,37,145,300,3,maintenance
1855,37,143,1201,12,available
1856,37,143,402,4,available
1857,37,144,103,1,available
1858,37,143,104,1,occupied
1859,37,144,905,9,available
1860,37,144,606,6,occupied
1861,37,145,107,1,occupied
1862,37,144,508,5,occupied
1863,37,144,309,3,available
1864,37,145,210,2,available
1865,37,145,111,1,occupied
1866,37,145,512,5,available
1867,37,145,713,7,available
1868,37,143,814,8,occupied
1869,37,144,1215,12,available
1870,37,145,316,3,occupied
1871,37,145,917,9,available
1872,37,145,1118,11,available
1873,37,145,1219,12,available
1874,37,144,800,8,occupied
1875,37,143,201,2,available
1876,37,144,502,5,available
1877,37,143,403,4,occupied
1878,37,145,304,3,occupied
1879,37,145,705,7,occupied
1880,37,145,706,7,available
1881,37,145,1007,10,occupied
1882,37,143,1208,12,maintenance
1883,37,144,1209,12,available
1884,37,144,510,5,occupied
1885,37,144,1011,10,available
1886,37,143,612,6,available
1887,37,144,613,6,occupied
1888,37,143,214,2,available
1889,37,143,1215,12,available
1890,37,143,116,1,occupied
1891,37,144,617,6,available
1892,37,144,1218,12,available
1893,37,143,219,2,available
1894,37,144,1100,11,occupied
1895,37,143,1001,10,available
1896,37,145,702,7,available
1897,37,144,403,4,available
1898,37,145,1104,11,available
1899,37,145,1005,10,available
1900,37,144,1006,10,available
1901,37,144,107,1,available
1902,37,145,1108,11,available
1903,37,144,309,3,available
1904,37,145,510,5,available
1905,37,144,711,7,maintenance
1906,37,145,512,5,occupied
1907,37,145,913,9,available
1908,37,144,814,8,available
1909,37,144,715,7,available
1910,37,143,516,5,available
1911,37,144,817,8,occupied
1912,37,144,918,9,occupied
1913,37,145,819,8,occupied
1914,37,144,600,6,maintenance
1915,37,143,901,9,occupied
1916,37,143,702,7,available
1917,37,144,503,5,occupied
1918,37,144,304,3,occupied
1919,37,143,705,7,available
1920,37,144,106,1,available
1921,37,145,607,6,available
1922,38,146,100,1,available
1923,38,148,701,7,available
1924,38,146,202,2,available
1925,38,147,303,3,maintenance
1926,38,147,704,7,maintenance
1927,38,147,1205,12,available
1928,38,147,706,7,available
1929,38,147,1007,10,available
1930,38,146,208,2,available
1931,38,147,1209,12,maintenance
1932,38,146,610,6,occupied
1933,38,148,511,5,available
1934,38,148,1112,11,available
1935,38,146,113,1,occupied
1936,38,148,114,1,available
1937,38,148,915,9,maintenance
1938,38,147,1216,12,available
1939,38,148,317,3,available
1940,38,146,318,3,available
1941,38,147,819,8,occupied
1942,38,146,500,5,available
1943,38,148,701,7,occupied
1944,38,146,1102,11,occupied
1945,38,146,303,3,occupied
1946,38,146,104,1,available
1947,38,147,405,4,occupied
1948,38,147,606,6,available
1949,38,147,1207,12,available
1950,38,147,908,9,available
1951,38,148,609,6,maintenance
1952,38,148,310,3,available
1953,38,147,911,9,available
1954,38,146,212,2,available
1955,38,148,413,4,available
1956,38,147,614,6,occupied
1957,38,147,115,1,available
1958,38,147,516,5,available
1959,38,147,517,5,available
1960,38,147,1218,12,available
1961,38,146,219,2,available
1962,38,146,300,3,occupied
1963,38,147,501,5,occupied
1964,38,148,1202,12,occupied
1965,38,147,1103,11,occupied
1966,38,148,204,2,available
1967,38,147,405,4,available
1968,38,147,1106,11,available
1969,38,148,307,3,available
1970,38,146,408,4,occupied
1971,38,148,909,9,available
1972,38,146,210,2,occupied
1973,38,147,1211,12,available
1974,39,149,200,2,available
1975,39,152,401,4,occupied
1976,39,151,602,6,occupied
1977,39,150,103,1,available
1978,39,150,604,6,occupied
1979,39,153,305,3,available
1980,39,150,606,6,occupied
1981,39,151,107,1,available
1982,39,149,908,9,available
1983,39,152,809,8,available
1984,39,151,910,9,occupied
1985,39,152,611,6,maintenance
1986,39,151,512,5,available
1987,39,151,513,5,available
1988,39,149,914,9,available
1989,39,153,615,6,available
1990,39,152,1016,10,available
1991,39,152,1217,12,occupied
1992,39,149,118,1,available
1993,39,151,419,4,available
1994,39,149,300,3,available
1995,39,153,901,9,available
1996,39,153,1202,12,available
1997,39,153,1003,10,available
1998,39,153,904,9,available
1999,39,150,1205,12,available
2000,39,151,606,6,available
2001,39,150,807,8,available
2002,39,152,1108,11,available
2003,39,152,409,4,available
2004,39,149,1210,12,maintenance
2005,39,153,1211,12,maintenance
2006,39,151,312,3,available
2007,39,150,913,9,available
2008,39,153,814,8,available
2009,39,150,415,4,available
2010,39,149,316,3,maintenance
2011,39,153,817,8,available
2012,39,150,1018,10,available
2013,39,150,919,9,occupied
2014,39,149,1200,12,available
2015,39,150,301,3,available
2016,39,149,202,2,available
2017,39,150,303,3,occupied
2018,39,149,204,2,available
2019,39,152,805,8,available
2020,39,149,106,1,occupied
2021,39,153,1107,11,available
2022,39,153,1108,11,available
2023,39,152,209,2,available
2024,39,149,510,5,available
2025,39,152,211,2,available
2026,39,150,912,9,available
2027,39,151,1113,11,available
2028,39,149,1014,10,available
2029,39,149,815,8,available
2030,39,153,1116,11,available
2031,39,151,517,5,available
2032,39,153,618,6,occupied
2033,39,149,119,1,available
2034,39,149,800,8,occupied
2035,39,152,301,3,available
2036,39,151,602,6,maintenance
2037,39,153,703,7,available
2038,40,156,100,1,occupied
2039,40,154,701,7,available
2040,40,157,702,7,available
2041,40,154,103,1,occupied
2042,40,157,604,6,available
2043,40,154,1205,12,available
2044,40,155,506,5,available
2045,40,157,907,9,available
2046,40,157,1008,10,occupied
2047,40,156,1009,10,available
2048,40,154,610,6,occupied
2049,40,155,711,7,available
2050,40,155,512,5,available
2051,40,157,913,9,occupied
2052,40,157,314,3,available
2053,40,157,115,1,available
2054,40,157,916,9,available
2055,40,154,817,8,available
2056,40,157,1018,10,available
2057,40,154,619,6,occupied
2058,40,157,300,3,available
2059,40,154,1001,10,available
2060,40,157,102,1,available
2061,40,155,303,3,available
2062,40,154,304,3,available
2063,40,156,805,8,occupied
2064,40,155,706,7,available
2065,40,154,907,9,occupied
2066,40,156,308,3,occupied
2067,40,157,609,6,available
2068,40,156,210,2,available
2069,40,157,511,5,occupied
2070,40,155,812,8,available
2071,40,155,213,2,available
2072,41,158,500,5,available
2073,41,160,1001,10,available
2074,41,158,702,7,available
2075,41,158,303,3,available
2076,41,159,604,6,available
2077,41,158,805,8,available
2078,41,160,506,5,occupied
2079,41,159,507,5,occupied
