pricing_id,room_type_id,season_name,start_date,end_date,price_multiplier
517,173,Peak,2025-06-01,2025-08-31,1.35
518,173,Holiday,2025-12-16,2026-01-15,1.6
519,173,Regular,2025-03-02,2025-05-31,1.0
520,174,Off-Peak,2025-11-01,2025-12-15,0.85
521,174,Regular,2025-09-01,2025-10-31,1.0
522,174,Peak,2025-06-01,2025-08-31,1.35
523,175,Regular,2025-03-02,2025-05-31,1.0
524,175,Peak,2025-06-01,2025-08-31,1.35
525,175,Off-Peak,2025-01-15,2025-03-01,0.85
526,176,Holiday,2025-12-16,2026-01-15,1.6
527,176,Regular,2025-09-01,2025-10-31,1.0
528,176,Peak,2025-06-01,2025-08-31,1.35
529,177,Peak,2025-06-01,2025-08-31,1.35
530,177,Regular,2025-03-02,2025-05-31,1.0
531,177,Holiday,2025-12-16,2026-01-15,1.6
532,178,Regular,2025-09-01,2025-10-31,1.0
533,178,Off-Peak,2025-01-15,2025-03-01,0.85
534,178,Holiday,2025-12-16,2026-01-15,1.6
535,179,Holiday,2025-12-16,2026-01-15,1.6
536,179,Regular,2025-09-01,2025-10-31,1.0
537,179,Off-Peak,2025-01-15,2025-03-01,0.85
538,180,Holiday,2025-12-16,2026-01-15,1.6
539,180,Off-Peak,2025-01-15,2025-03-01,0.85
540,180,Regular,2025-09-01,2025-10-31,1.0
541,181,Off-Peak,2025-01-15,2025-03-01,0.85
542,181,Regular,2025-09-01,2025-10-31,1.0
543,181,Peak,2025-06-01,2025-08-31,1.35
544,182,Off-Peak,2025-11-01,2025-12-15,0.85
545,182,Holiday,2025-12-16,2026-01-15,1.6
546,182,Peak,2025-06-01,2025-08-31,1.35
547,183,Peak,2025-06-01,2025-08-31,1.35
548,183,Off-Peak,2025-01-15,2025-03-01,0.85
549,183,Holiday,2025-12-16,2026-01-15,1.6
550,184,Off-Peak,2025-01-15,2025-03-01,0.85
551,184,Regular,2025-09-01,2025-10-31,1.0
552,184,Holiday,2025-12-16,2026-01-15,1.6
553,185,Off-Peak,2025-01-15,2025-03-01,0.85
554,185,Regular,2025-09-01,2025-10-31,1.0
555,185,Peak,2025-06-01,2025-08-31,1.35
556,186,Off-Peak,2025-01-15,2025-03-01,0.85
557,186,Regular,2025-09-01,2025-10-31,1.0
558,186,Holiday,2025-12-16,2026-01-15,1.6
559,187,Off-Peak,2025-11-01,2025-12-15,0.85
560,187,Holiday,2025-12-16,2026-01-15,1.6
561,187,Peak,2025-06-01,2025-08-31,1.35
562,188,Peak,2025-06-01,2025-08-31,1.35
563,188,Off-Peak,2025-11-01,2025-12-15,0.85
564,188,Regular,2025-03-02,2025-05-31,1.0
565,189,Off-Peak,2025-11-01,2025-12-15,0.85
566,189,Peak,2025-06-01,2025-08-31,1.35
567,189,Regular,2025-09-01,2025-10-31,1.0
568,190,Holiday,2025-12-16,2026-01-15,1.6
569,190,Off-Peak,2025-11-01,2025-12-15,0.85
570,190,Peak,2025-06-01,2025-08-31,1.35
571,191,Holiday,2025-12-16,2026-01-15,1.6
572,191,Peak,2025-06-01,2025-08-31,1.35
573,191,Off-Peak,2025-11-01,2025-12-15,0.85
574,192,Off-Peak,2025-01-15,2025-03-01,0.85
575,192,Peak,2025-06-01,2025-08-31,1.35
576,192,Holiday,2025-12-16,2026-01-15,1.6
577,193,Peak,2025-06-01,2025-08-31,1.35
578,193,Holiday,2025-12-16,2026-01-15,1.6
579,193,Regular,2025-09-01,2025-10-31,1.0
580,194,Holiday,2025-12-16,2026-01-15,1.6
581,194,Off-Peak,2025-11-01,2025-12-15,0.85
582,194,Peak,2025-06-01,2025-08-31,1.35
583,195,Off-Peak,2025-01-15,2025-03-01,0.85
584,195,Peak,2025-06-01,2025-08-31,1.35
585,195,Regular,2025-03-02,2025-05-31,1.0
586,196,Regular,2025-09-01,2025-10-31,1.0
587,196,Off-Peak,2025-11-01,2025-12-15,0.85
588,196,Peak,2025-06-01,2025-08-31,1.35
589,197,Regular,2025-03-02,2025-05-31,1.0
590,197,Off-Peak,2025-11-01,2025-12-15,0.85
591,197,Peak,2025-06-01,2025-08-31,1.35
592,198,Regular,2025-09-01,2025-10-31,1.0
593,198,Off-Peak,2025-11-01,2025-12-15,0.85
594,198,Holiday,2025-12-16,2026-01-15,1.6
595,199,Regular,2025-09-01,2025-10-31,1.0
596,199,Peak,2025-06-01,2025-08-31,1.35
597,199,Off-Peak,2025-01-15,2025-03-01,0.85
598,200,Holiday,2025-12-16,2026-01-15,1.6
599,200,Regular,2025-09-01,2025-10-31,1.0
600,200,Peak,2025-06-01,2025-08-31,1.35
601,201,Holiday,2025-12-16,2026-01-15,1.6
602,201,Regular,2025-03-02,2025-05-31,1.0
603,201,Off-Peak,2025-11-01,2025-12-15,0.85
604,202,Regular,2025-03-02,2025-05-31,1.0
605,202,Off-Peak,2025-01-15,2025-03-01,0.85
606,202,Peak,2025-06-01,2025-08-31,1.35
607,203,Off-Peak,2025-01-15,2025-03-01,0.85
608,203,Regular,2025-09-01,2025-10-31,1.0
609,203,Holiday,2025-12-16,2026-01-15,1.6
610,204,Regular,2025-09-01,2025-10-31,1.0
611,204,Off-Peak,2025-01-15,2025-03-01,0.85
612,204,Holiday,2025-12-16,2026-01-15,1.6
613,205,Peak,2025-06-01,2025-08-31,1.35
614,205,Regular,2025-03-02,2025-05-31,1.0
615,205,Off-Peak,2025-11-01,2025-12-15,0.85
616,206,Peak,2025-06-01,2025-08-31,1.35
617,206,Regular,2025-09-01,2025-10-31,1.0
618,206,Off-Peak,2025-11-01,2025-12-15,0.85
619,207,Regular,2025-09-01,2025-10-31,1.0
620,207,Holiday,2025-12-16,2026-01-15,1.6
621,207,Off-Peak,2025-11-01,2025-12-15,0.85
622,208,Off-Peak,2025-01-15,2025-03-01,0.85
623,208,Holiday,2025-12-16,2026-01-15,1.6
624,208,Peak,2025-06-01,2025-08-31,1.35
625,209,Holiday,2025-12-16,2026-01-15,1.6
626,209,Regular,2025-03-02,2025-05-31,1.0
627,209,Off-Peak,2025-01-15,2025-03-01,0.85
628,210,Holiday,2025-12-16,2026-01-15,1.6
629,210,Peak,2025-06-01,2025-08-31,1.35
630,210,Off-Peak,2025-11-01,2025-12-15,0.85
631,211,Holiday,2025-12-16,2026-01-15,1.6
632,211,Regular,2025-03-02,2025-05-31,1.0
633,211,Off-Peak,2025-11-01,2025-12-15,0.85
634,212,Off-Peak,2025-11-01,2025-12-15,0.85
635,212,Regular,2025-09-01,2025-10-31,1.0
636,212,Peak,2025-06-01,2025-08-31,1.35
637,213,Holiday,2025-12-16,2026-01-15,1.6
638,213,Off-Peak,2025-01-15,2025-03-01,0.85
639,213,Peak,2025-06-01,2025-08-31,1.35
640,214,Holiday,2025-12-16,2026-01-15,1.6
641,214,Off-Peak,2025-01-15,2025-03-01,0.85
642,214,Regular,2025-09-01,2025-10-31,1.0
643,215,Regular,2025-03-02,2025-05-31,1.0
644,215,Peak,2025-06-01,2025-08-31,1.35
645,215,Holiday,2025-12-16,2026-01-15,1.6
646,216,Peak,2025-06-01,2025-08-31,1.35
647,216,Holiday,2025-12-16,2026-01-15,1.6
648,216,Off-Peak,2025-11-01,2025-12-15,0.85
649,217,Off-Peak,2025-11-01,2025-12-15,0.85
650,217,Peak,2025-06-01,2025-08-31,1.35
651,217,Regular,2025-03-02,2025-05-31,1.0
652,218,Holiday,2025-12-16,2026-01-15,1.6
653,218,Regular,2025-09-01,2025-10-31,1.0
654,218,Peak,2025-06-01,2025-08-31,1.35
655,219,Holiday,2025-12-16,2026-01-15,1.6
656,219,Off-Peak,2025-01-15,2025-03-01,0.85
657,219,Peak,2025-06-01,2025-08-31,1.35
658,220,Regular,2025-09-01,2025-10-31,1.0
659,220,Peak,2025-06-01,2025-08-31,1.35
660,220,Holiday,2025-12-16,2026-01-15,1.6
661,221,Off-Peak,2025-11-01,2025-12-15,0.85
662,221,Regular,2025-09-01,2025-10-31,1.0
663,221,Peak,2025-06-01,2025-08-31,1.35
664,222,Regular,2025-09-01,2025-10-31,1.0
665,222,Off-Peak,2025-11-01,2025-12-15,0.85
666,222,Peak,2025-06-01,2025-08-31,1.35
667,223,Peak,2025-06-01,2025-08-31,1.35
668,223,Holiday,2025-12-16,2026-01-15,1.6
669,223,Regular,2025-09-01,2025-10-31,1.0
670,224,Off-Peak,2025-01-15,2025-03-01,0.85
671,224,Regular,2025-09-01,2025-10-31,1.0
672,224,Holiday,2025-12-16,2026-01-15,1.6
673,225,Peak,2025-06-01,2025-08-31,1.35
674,225,Off-Peak,2025-01-15,2025-03-01,0.85
675,225,Holiday,2025-12-16,2026-01-15,1.6
676,226,Holiday,2025-12-16,2026-01-15,1.6
677,226,Off-Peak,2025-01-15,2025-03-01,0.85
678,226,Peak,2025-06-01,2025-08-31,1.35
679,227,Off-Peak,2025-11-01,2025-12-15,0.85
680,227,Regular,2025-03-02,2025-05-31,1.0
681,227,Peak,2025-06-01,2025-08-31,1.35
682,228,Off-Peak,2025-01-15,2025-03-01,0.85
683,228,Holiday,2025-12-16,2026-01-15,1.6
684,228,Peak,2025-06-01,2025-08-31,1.35
685,229,Regular,2025-09-01,2025-10-31,1.0
686,229,Off-Peak,2025-11-01,2025-12-15,0.85
687,229,Peak,2025-06-01,2025-08-31,1.35
688,230,Regular,2025-09-01,2025-10-31,1.0
689,230,Peak,2025-06-01,2025-08-31,1.35
690,230,Off-Peak,2025-11-01,2025-12-15,0.85
691,231,Holiday,2025-12-16,2026-01-15,1.6
692,231,Off-Peak,2025-01-15,2025-03-01,0.85
693,231,Peak,2025-06-01,2025-08-31,1.35
694,232,Holiday,2025-12-16,2026-01-15,1.6
695,232,Off-Peak,2025-01-15,2025-03-01,0.85
696,232,Regular,2025-09-01,2025-10-31,1.0
697,233,Off-Peak,2025-01-15,2025-03-01,0.85
698,233,Regular,2025-09-01,2025-10-31,1.0
699,233,Holiday,2025-12-16,2026-01-15,1.6
700,234,Holiday,2025-12-16,2026-01-15,1.6
701,234,Regular,2025-09-01,2025-10-31,1.0
702,234,Peak,2025-06-01,2025-08-31,1.35
