"hotel_id","check_in_date","bookings_that_day","running_total_2025"
8,2025-09-06,1,109
8,2025-09-09,1,110
8,2025-09-11,2,112
8,2025-09-13,1,113
8,2025-09-16,2,115
8,2025-09-19,1,116
8,2025-09-20,2,118
8,2025-09-24,1,119
8,2025-09-25,1,120
8,2025-09-26,1,121
8,2025-09-27,1,122
8,2025-10-06,1,123
8,2025-10-15,1,124
8,2025-10-17,1,125
8,2025-10-22,1,126
8,2025-10-26,2,128
8,2025-10-27,2,130
8,2025-10-29,1,131
8,2025-10-30,2,133
8,2025-11-03,1,134
8,2025-11-07,1,135
8,2025-11-08,2,137
8,2025-11-10,1,138
8,2025-11-12,1,139
8,2025-11-17,1,140
8,2025-11-19,1,141
8,2025-11-22,2,143
8,2025-11-23,2,145
8,2025-11-26,1,146
8,2025-11-29,1,147
8,2025-11-30,1,148
8,2025-12-01,1,149
8,2025-12-02,1,150
8,2025-12-10,1,151
8,2025-12-13,1,152
8,2025-12-14,1,153
8,2025-12-18,1,154
8,2025-12-24,4,158
8,2025-12-27,1,159
8,2025-12-28,3,162
8,2025-12-30,1,163
9,2025-01-01,1,1
9,2025-01-05,1,2
9,2025-01-09,1,3
9,2025-01-10,2,5
9,2025-01-11,2,7
9,2025-01-12,1,8
9,2025-01-13,2,10
9,2025-01-14,1,11
9,2025-01-18,3,14
9,2025-01-19,1,15
9,2025-01-26,1,16
9,2025-01-27,1,17
9,2025-01-30,1,18
9,2025-01-31,1,19
9,2025-02-08,1,20
9,2025-02-10,2,22
9,2025-02-11,3,25
9,2025-02-12,1,26
9,2025-02-13,1,27
9,2025-02-14,1,28
9,2025-02-15,1,29
9,2025-02-19,1,30
9,2025-02-22,1,31
9,2025-02-24,1,32
9,2025-02-26,1,33
9,2025-02-28,1,34
9,2025-03-01,1,35
9,2025-03-02,3,38
9,2025-03-08,2,40
9,2025-03-14,1,41
9,2025-03-18,2,43
9,2025-03-21,2,45
9,2025-03-22,2,47
9,2025-03-25,1,48
9,2025-03-27,1,49
9,2025-03-28,1,50
9,2025-03-29,1,51
9,2025-03-31,2,53
9,2025-04-03,1,54
9,2025-04-04,2,56
9,2025-04-10,2,58
9,2025-04-13,3,61
9,2025-04-14,2,63
9,2025-04-22,1,64
9,2025-04-23,1,65
9,2025-04-26,1,66
9,2025-04-28,1,67
9,2025-04-29,1,68
9,2025-05-02,1,69
9,2025-05-04,1,70
9,2025-05-05,1,71
9,2025-05-12,1,72
9,2025-05-13,3,75
9,2025-05-16,1,76
9,2025-05-17,2,78
9,2025-05-21,1,79
9,2025-05-23,1,80
9,2025-06-02,1,81
9,2025-06-07,1,82
9,2025-06-11,2,84
9,2025-06-12,1,85
9,2025-06-13,1,86
9,2025-06-16,1,87
9,2025-06-18,1,88
9,2025-06-19,1,89
9,2025-06-21,1,90
9,2025-06-23,2,92
9,2025-06-29,1,93
9,2025-07-01,1,94
9,2025-07-03,2,96
9,2025-07-04,2,98
9,2025-07-06,1,99
9,2025-07-13,1,100
9,2025-07-15,1,101
9,2025-07-22,3,104
9,2025-07-24,1,105
9,2025-07-28,1,106
9,2025-07-30,1,107
9,2025-07-31,1,108
9,2025-08-01,3,111
9,2025-08-02,1,112
9,2025-08-05,1,113
9,2025-08-06,1,114
9,2025-08-09,1,115
9,2025-08-10,2,117
9,2025-08-11,1,118
9,2025-08-13,1,119
9,2025-08-16,1,120
9,2025-08-23,1,121
9,2025-08-24,1,122
9,2025-08-25,1,123
9,2025-08-27,3,126
9,2025-09-01,1,127
9,2025-09-02,1,128
9,2025-09-03,1,129
9,2025-09-04,2,131
9,2025-09-07,1,132
9,2025-09-08,2,134
9,2025-09-14,1,135
9,2025-09-16,2,137
9,2025-09-17,1,138
9,2025-09-19,2,140
9,2025-09-20,2,142
9,2025-09-22,2,144
9,2025-09-23,2,146
9,2025-09-24,1,147
9,2025-09-26,1,148
9,2025-09-28,1,149
9,2025-09-30,1,150
9,2025-10-02,2,152
9,2025-10-04,1,153
9,2025-10-05,2,155
9,2025-10-06,1,156
9,2025-10-13,1,157
9,2025-10-18,2,159
9,2025-10-28,1,160
9,2025-10-29,2,162
9,2025-10-30,1,163
9,2025-10-31,1,164
9,2025-11-02,1,165
9,2025-11-03,1,166
9,2025-11-04,1,167
9,2025-11-07,2,169
9,2025-11-08,1,170
9,2025-11-10,1,171
9,2025-11-16,1,172
9,2025-11-18,1,173
9,2025-11-20,1,174
9,2025-11-22,1,175
9,2025-11-25,1,176
9,2025-11-27,2,178
9,2025-11-28,1,179
9,2025-11-29,1,180
9,2025-12-01,1,181
9,2025-12-03,1,182
9,2025-12-05,1,183
9,2025-12-09,1,184
9,2025-12-12,1,185
9,2025-12-14,1,186
9,2025-12-16,1,187
9,2025-12-19,2,189
9,2025-12-22,1,190
9,2025-12-23,3,193
9,2025-12-24,1,194
9,2025-12-25,1,195
9,2025-12-26,1,196
9,2025-12-28,2,198
10,2025-01-02,2,2
10,2025-01-07,1,3
10,2025-01-08,1,4
10,2025-01-09,2,6
10,2025-01-12,2,8
10,2025-01-14,2,10
10,2025-01-18,1,11
10,2025-01-21,1,12
10,2025-01-27,1,13
10,2025-01-29,1,14
10,2025-02-01,2,16
10,2025-02-04,1,17
10,2025-02-10,1,18
10,2025-02-11,2,20
10,2025-02-16,1,21
10,2025-02-18,2,23
10,2025-02-20,1,24
10,2025-02-21,1,25
10,2025-02-26,1,26
10,2025-03-01,3,29
10,2025-03-03,1,30
10,2025-03-10,1,31
10,2025-03-19,1,32
10,2025-03-20,1,33
10,2025-03-21,1,34
10,2025-03-22,1,35
10,2025-03-23,2,37
10,2025-03-25,1,38
10,2025-03-27,1,39
10,2025-03-28,1,40
10,2025-03-29,2,42
10,2025-03-30,1,43
10,2025-03-31,1,44
10,2025-04-02,2,46
10,2025-04-09,2,48
10,2025-04-13,1,49
10,2025-04-14,1,50
10,2025-04-15,1,51
10,2025-04-19,1,52
10,2025-04-22,1,53
10,2025-04-23,1,54
10,2025-04-25,1,55
10,2025-04-27,1,56
10,2025-05-01,1,57
10,2025-05-04,1,58
10,2025-05-05,1,59
10,2025-05-06,3,62
10,2025-05-07,1,63
10,2025-05-08,3,66
10,2025-05-09,1,67
10,2025-05-10,1,68
10,2025-05-11,1,69
10,2025-05-12,1,70
10,2025-05-14,1,71
10,2025-05-15,1,72
10,2025-05-18,1,73
10,2025-05-19,1,74
10,2025-05-20,1,75
10,2025-05-21,1,76
10,2025-05-22,1,77
10,2025-05-24,2,79
10,2025-05-25,1,80
10,2025-05-27,1,81
10,2025-05-29,2,83
10,2025-05-31,2,85
10,2025-06-02,1,86
10,2025-06-08,1,87
10,2025-06-09,1,88
10,2025-06-11,1,89
10,2025-06-13,2,91
10,2025-06-14,1,92
10,2025-06-15,1,93
10,2025-06-16,1,94
10,2025-06-21,1,95
10,2025-06-22,1,96
10,2025-06-23,1,97
10,2025-06-25,1,98
10,2025-06-26,1,99
10,2025-07-06,1,100
10,2025-07-08,1,101
10,2025-07-09,1,102
10,2025-07-10,1,103
10,2025-07-11,1,104
10,2025-07-12,1,105
10,2025-07-13,1,106
10,2025-07-14,1,107
10,2025-07-16,1,108
10,2025-07-17,2,110
10,2025-07-18,1,111
10,2025-07-19,1,112
10,2025-07-22,1,113
10,2025-07-24,2,115
10,2025-07-25,2,117
10,2025-07-27,1,118
10,2025-07-28,1,119
10,2025-07-30,1,120
10,2025-08-02,1,121
10,2025-08-03,1,122
10,2025-08-05,1,123
10,2025-08-09,1,124
10,2025-08-20,1,125
10,2025-08-23,1,126
10,2025-08-26,1,127
10,2025-08-27,2,129
10,2025-08-28,1,130
10,2025-08-31,1,131
10,2025-09-04,1,132
10,2025-09-05,2,134
10,2025-09-07,1,135
10,2025-09-10,1,136
10,2025-09-14,1,137
10,2025-09-16,1,138
10,2025-09-22,1,139
10,2025-09-27,1,140
10,2025-09-29,1,141
10,2025-09-30,1,142
10,2025-10-01,1,143
10,2025-10-05,3,146
10,2025-10-06,2,148
10,2025-10-07,1,149
10,2025-10-11,1,150
10,2025-10-18,1,151
10,2025-10-20,1,152
10,2025-10-21,1,153
10,2025-10-22,1,154
10,2025-10-23,1,155
10,2025-10-25,1,156
10,2025-10-28,1,157
10,2025-10-29,1,158
10,2025-10-30,1,159
10,2025-10-31,1,160
10,2025-11-01,1,161
10,2025-11-02,1,162
10,2025-11-05,2,164
10,2025-11-06,2,166
10,2025-11-07,2,168
10,2025-11-09,1,169
10,2025-11-11,1,170
10,2025-11-12,1,171
10,2025-11-17,1,172
10,2025-11-18,1,173
10,2025-11-19,1,174
10,2025-11-22,1,175
10,2025-11-29,1,176
10,2025-12-02,1,177
10,2025-12-06,1,178
10,2025-12-10,1,179
10,2025-12-11,1,180
10,2025-12-13,1,181
10,2025-12-18,1,182
10,2025-12-20,1,183
10,2025-12-21,2,185
10,2025-12-25,1,186
10,2025-12-26,1,187
10,2025-12-27,2,189
11,2025-01-01,2,2
11,2025-01-07,1,3
11,2025-01-08,1,4
11,2025-01-09,1,5
11,2025-01-17,1,6
11,2025-01-18,2,8
11,2025-01-20,1,9
11,2025-01-22,1,10
11,2025-01-25,1,11
11,2025-01-31,1,12
11,2025-02-02,1,13
11,2025-02-03,1,14
11,2025-02-07,1,15
11,2025-02-08,1,16
11,2025-02-14,1,17
11,2025-02-16,1,18
11,2025-02-17,1,19
11,2025-02-19,2,21
11,2025-02-22,2,23
11,2025-02-23,1,24
11,2025-02-25,2,26
11,2025-02-27,1,27
11,2025-03-01,1,28
11,2025-03-02,2,30
11,2025-03-03,1,31
11,2025-03-04,1,32
11,2025-03-05,1,33
11,2025-03-10,1,34
11,2025-03-12,1,35
11,2025-03-15,1,36
11,2025-03-16,1,37
11,2025-03-19,3,40
11,2025-03-21,1,41
11,2025-03-23,3,44
11,2025-03-24,2,46
11,2025-03-26,2,48
11,2025-03-27,2,50
11,2025-03-29,1,51
11,2025-03-30,1,52
11,2025-03-31,1,53
11,2025-04-01,1,54
11,2025-04-03,1,55
11,2025-04-06,1,56
11,2025-04-07,1,57
11,2025-04-10,2,59
11,2025-04-14,1,60
11,2025-04-17,1,61
11,2025-04-18,2,63
11,2025-04-19,1,64
11,2025-04-20,1,65
11,2025-04-26,1,66
11,2025-04-27,1,67
11,2025-05-04,1,68
11,2025-05-06,1,69
11,2025-05-07,1,70
11,2025-05-09,1,71
11,2025-05-11,3,74
11,2025-05-13,1,75
11,2025-05-17,1,76
11,2025-05-19,1,77
11,2025-05-26,1,78
11,2025-05-27,1,79
11,2025-05-28,2,81
11,2025-05-29,2,83
11,2025-05-31,2,85
11,2025-06-04,1,86
11,2025-06-07,1,87
11,2025-06-09,1,88
11,2025-06-15,2,90
11,2025-06-16,2,92
11,2025-06-19,2,94
11,2025-06-25,1,95
11,2025-06-26,3,98
11,2025-06-28,1,99
11,2025-06-29,1,100
11,2025-06-30,1,101
11,2025-07-03,1,102
11,2025-07-04,1,103
11,2025-07-06,2,105
11,2025-07-07,1,106
11,2025-07-11,2,108
11,2025-07-16,1,109
11,2025-07-17,1,110
11,2025-07-20,1,111
11,2025-07-21,1,112
11,2025-07-26,1,113
11,2025-07-27,1,114
11,2025-08-04,1,115
11,2025-08-09,1,116
11,2025-08-14,1,117
11,2025-08-16,1,118
11,2025-08-19,2,120
11,2025-08-21,2,122
11,2025-08-22,1,123
11,2025-08-23,1,124
11,2025-08-27,1,125
11,2025-08-30,1,126
11,2025-09-03,4,130
11,2025-09-06,1,131
11,2025-09-09,1,132
11,2025-09-10,1,133
11,2025-09-12,2,135
11,2025-09-15,1,136
11,2025-09-18,1,137
11,2025-09-22,1,138
11,2025-09-23,2,140
11,2025-09-24,1,141
11,2025-09-26,2,143
11,2025-09-27,1,144
11,2025-09-29,1,145
11,2025-10-05,1,146
11,2025-10-07,1,147
11,2025-10-13,1,148
11,2025-10-16,1,149
11,2025-10-17,1,150
11,2025-10-19,1,151
11,2025-10-21,1,152
11,2025-10-24,1,153
11,2025-10-25,1,154
11,2025-10-28,1,155
11,2025-10-30,1,156
11,2025-10-31,1,157
11,2025-11-01,1,158
11,2025-11-07,1,159
11,2025-11-11,2,161
11,2025-11-12,2,163
11,2025-11-17,1,164
11,2025-11-27,1,165
11,2025-11-28,1,166
11,2025-12-01,1,167
11,2025-12-02,1,168
11,2025-12-04,1,169
11,2025-12-05,2,171
11,2025-12-06,1,172
11,2025-12-08,1,173
11,2025-12-11,2,175
11,2025-12-16,1,176
11,2025-12-18,1,177
11,2025-12-21,1,178
11,2025-12-25,1,179
11,2025-12-27,1,180
11,2025-12-28,1,181
12,2025-01-05,2,2
12,2025-01-06,2,4
12,2025-01-07,1,5
12,2025-01-08,1,6
12,2025-01-09,1,7
12,2025-01-11,1,8
12,2025-01-12,2,10
12,2025-01-15,2,12
12,2025-01-16,1,13
12,2025-01-17,1,14
12,2025-01-20,1,15
12,2025-01-21,1,16
12,2025-01-22,2,18
12,2025-01-25,1,19
12,2025-01-26,1,20
12,2025-01-27,1,21
12,2025-01-30,1,22
12,2025-01-31,1,23
12,2025-02-04,2,25
12,2025-02-05,1,26
12,2025-02-06,2,28
12,2025-02-08,1,29
12,2025-02-13,1,30
12,2025-02-14,1,31
12,2025-02-15,1,32
12,2025-02-16,1,33
12,2025-02-19,1,34
12,2025-02-23,1,35
12,2025-02-24,2,37
12,2025-03-03,1,38
12,2025-03-06,1,39
12,2025-03-11,1,40
12,2025-03-16,1,41
12,2025-03-18,1,42
12,2025-03-20,2,44
12,2025-03-21,2,46
12,2025-03-25,1,47
12,2025-03-28,2,49
12,2025-03-29,1,50
12,2025-03-31,1,51
12,2025-04-01,1,52
12,2025-04-02,1,53
12,2025-04-04,1,54
12,2025-04-05,1,55
12,2025-04-07,3,58
12,2025-04-08,1,59
12,2025-04-09,1,60
12,2025-04-15,2,62
12,2025-04-18,1,63
12,2025-04-19,2,65
12,2025-04-22,2,67
12,2025-04-26,2,69
12,2025-04-27,1,70
12,2025-04-29,1,71
12,2025-04-30,1,72
12,2025-05-02,1,73
12,2025-05-03,1,74
12,2025-05-08,2,76
12,2025-05-11,2,78
12,2025-05-12,2,80
12,2025-05-13,1,81
12,2025-05-16,1,82
12,2025-05-23,1,83
12,2025-05-25,1,84
12,2025-05-26,1,85
12,2025-05-31,1,86
12,2025-06-01,1,87
12,2025-06-02,1,88
12,2025-06-03,1,89
12,2025-06-06,1,90
12,2025-06-07,2,92
12,2025-06-10,1,93
12,2025-06-11,1,94
12,2025-06-15,1,95
12,2025-06-17,3,98
12,2025-06-21,1,99
12,2025-06-22,1,100
12,2025-06-26,1,101
12,2025-06-27,1,102
12,2025-06-29,2,104
12,2025-07-03,1,105
12,2025-07-04,1,106
12,2025-07-09,1,107
12,2025-07-16,2,109
12,2025-07-20,2,111
12,2025-07-22,1,112
12,2025-07-24,1,113
12,2025-07-30,1,114
12,2025-08-03,1,115
12,2025-08-05,1,116
12,2025-08-09,1,117
12,2025-08-12,1,118
12,2025-08-14,2,120
12,2025-08-16,1,121
12,2025-08-20,1,122
12,2025-08-22,1,123
12,2025-08-24,2,125
12,2025-08-26,1,126
12,2025-09-01,1,127
12,2025-09-02,1,128
12,2025-09-05,1,129
12,2025-09-07,1,130
12,2025-09-11,1,131
12,2025-09-12,2,133
12,2025-09-14,1,134
12,2025-09-16,1,135
12,2025-09-18,1,136
12,2025-09-20,1,137
12,2025-09-21,1,138
12,2025-09-25,1,139
12,2025-09-26,1,140
12,2025-09-29,1,141
12,2025-10-01,1,142
12,2025-10-02,1,143
12,2025-10-08,1,144
12,2025-10-09,1,145
12,2025-10-10,1,146
12,2025-10-11,1,147
12,2025-10-13,2,149
12,2025-10-18,1,150
12,2025-10-23,1,151
12,2025-10-25,1,152
12,2025-10-28,2,154
12,2025-10-30,1,155
12,2025-10-31,1,156
12,2025-11-04,3,159
12,2025-11-06,1,160
12,2025-11-12,1,161
12,2025-11-13,1,162
12,2025-11-14,1,163
12,2025-11-16,1,164
12,2025-11-17,2,166
12,2025-11-20,1,167
12,2025-11-24,1,168
12,2025-11-25,1,169
12,2025-11-26,1,170
12,2025-11-28,1,171
12,2025-11-29,1,172
12,2025-12-02,1,173
12,2025-12-07,1,174
12,2025-12-10,1,175
12,2025-12-17,1,176
12,2025-12-19,1,177
12,2025-12-24,1,178
12,2025-12-25,1,179
12,2025-12-30,1,180
13,2025-01-01,2,2
13,2025-01-04,2,4
13,2025-01-05,2,6
13,2025-01-08,1,7
13,2025-01-12,1,8
13,2025-01-13,1,9
13,2025-01-14,1,10
13,2025-01-15,1,11
13,2025-01-16,2,13
13,2025-01-18,1,14
13,2025-01-21,1,15
13,2025-01-22,1,16
13,2025-01-28,1,17
13,2025-01-29,2,19
13,2025-01-31,1,20
13,2025-02-01,1,21
13,2025-02-04,1,22
13,2025-02-05,3,25
13,2025-02-06,1,26
13,2025-02-09,1,27
13,2025-02-12,1,28
13,2025-02-13,1,29
13,2025-02-15,1,30
13,2025-02-17,4,34
13,2025-02-20,1,35
13,2025-02-21,1,36
13,2025-02-22,1,37
13,2025-02-25,1,38
13,2025-02-28,2,40
13,2025-03-02,1,41
13,2025-03-03,1,42
13,2025-03-05,1,43
13,2025-03-07,2,45
13,2025-03-09,1,46
13,2025-03-11,2,48
13,2025-03-16,1,49
13,2025-03-17,2,51
13,2025-03-19,2,53
13,2025-03-21,1,54
13,2025-03-23,1,55
13,2025-03-25,1,56
13,2025-03-30,1,57
13,2025-04-04,1,58
13,2025-04-07,2,60
13,2025-04-08,1,61
13,2025-04-11,2,63
13,2025-04-15,2,65
13,2025-04-16,3,68
13,2025-04-17,1,69
13,2025-04-20,1,70
13,2025-04-21,1,71
13,2025-04-24,2,73
13,2025-04-25,1,74
13,2025-04-26,1,75
13,2025-04-29,1,76
13,2025-05-01,1,77
13,2025-05-05,1,78
13,2025-05-06,1,79
13,2025-05-07,1,80
13,2025-05-10,2,82
13,2025-05-11,3,85
13,2025-05-13,1,86
13,2025-05-15,2,88
13,2025-05-16,2,90
13,2025-05-19,4,94
13,2025-05-20,1,95
13,2025-05-22,1,96
13,2025-05-29,1,97
13,2025-05-31,1,98
13,2025-06-01,1,99
13,2025-06-03,1,100
13,2025-06-05,1,101
13,2025-06-09,1,102
13,2025-06-14,1,103
13,2025-06-16,2,105
13,2025-06-17,2,107
13,2025-06-19,1,108
13,2025-06-22,1,109
13,2025-06-23,1,110
13,2025-06-26,1,111
13,2025-06-30,2,113
13,2025-07-05,2,115
13,2025-07-07,1,116
13,2025-07-09,1,117
13,2025-07-10,1,118
13,2025-07-14,1,119
13,2025-07-16,1,120
13,2025-07-18,1,121
13,2025-07-19,1,122
13,2025-07-20,1,123
13,2025-07-29,1,124
13,2025-07-31,1,125
13,2025-08-02,1,126
13,2025-08-03,1,127
13,2025-08-09,1,128
13,2025-08-19,1,129
13,2025-08-25,1,130
13,2025-08-26,2,132
13,2025-08-27,1,133
13,2025-08-29,1,134
13,2025-09-02,1,135
13,2025-09-07,1,136
13,2025-09-09,1,137
13,2025-09-17,1,138
13,2025-09-20,1,139
13,2025-09-21,1,140
13,2025-09-22,1,141
13,2025-09-24,1,142
13,2025-09-25,1,143
13,2025-09-28,1,144
13,2025-09-29,1,145
13,2025-10-05,1,146
13,2025-10-07,1,147
13,2025-10-10,1,148
13,2025-10-12,1,149
13,2025-10-13,2,151
13,2025-10-14,2,153
13,2025-10-15,2,155
13,2025-10-16,2,157
13,2025-10-17,1,158
13,2025-10-18,2,160
13,2025-10-20,1,161
13,2025-10-22,2,163
13,2025-10-26,1,164
13,2025-11-03,1,165
13,2025-11-06,1,166
13,2025-11-09,1,167
13,2025-11-10,1,168
13,2025-11-12,1,169
13,2025-11-17,2,171
13,2025-11-18,1,172
13,2025-11-26,1,173
13,2025-12-02,1,174
13,2025-12-07,2,176
13,2025-12-10,1,177
13,2025-12-13,2,179
13,2025-12-14,1,180
13,2025-12-15,2,182
13,2025-12-16,1,183
13,2025-12-22,1,184
13,2025-12-23,1,185
13,2025-12-26,1,186
13,2025-12-27,2,188
13,2025-12-28,1,189
14,2025-01-01,1,1
14,2025-01-02,2,3
14,2025-01-03,1,4
14,2025-01-06,1,5
14,2025-01-07,1,6
14,2025-01-09,1,7
14,2025-01-12,1,8
14,2025-01-13,1,9
14,2025-01-16,1,10
14,2025-01-19,1,11
14,2025-01-21,2,13
14,2025-01-25,1,14
14,2025-01-28,2,16
14,2025-01-29,1,17
14,2025-02-02,2,19
14,2025-02-04,1,20
14,2025-02-05,1,21
14,2025-02-07,1,22
14,2025-02-09,2,24
14,2025-02-12,1,25
14,2025-02-14,2,27
14,2025-02-15,1,28
14,2025-02-16,2,30
14,2025-02-17,1,31
14,2025-02-24,2,33
14,2025-02-26,1,34
14,2025-03-07,2,36
14,2025-03-10,1,37
14,2025-03-18,1,38
14,2025-03-20,1,39
14,2025-03-22,1,40
14,2025-03-28,1,41
14,2025-03-29,1,42
14,2025-04-04,1,43
14,2025-04-05,1,44
14,2025-04-10,3,47
14,2025-04-11,2,49
14,2025-04-12,1,50
14,2025-04-15,1,51
14,2025-04-16,1,52
14,2025-04-17,1,53
14,2025-04-18,1,54
14,2025-04-25,1,55
14,2025-04-28,1,56
14,2025-04-29,1,57
14,2025-05-01,1,58
14,2025-05-02,1,59
14,2025-05-03,1,60
14,2025-05-06,1,61
14,2025-05-08,2,63
14,2025-05-09,1,64
14,2025-05-10,1,65
14,2025-05-11,1,66
14,2025-05-13,1,67
14,2025-05-15,1,68
14,2025-05-18,1,69
14,2025-05-19,1,70
14,2025-05-21,1,71
14,2025-05-22,1,72
14,2025-05-28,1,73
14,2025-05-29,3,76
14,2025-05-30,2,78
14,2025-06-03,1,79
14,2025-06-06,3,82
14,2025-06-09,1,83
14,2025-06-11,1,84
14,2025-06-12,1,85
14,2025-06-13,2,87
14,2025-06-16,1,88
14,2025-06-17,1,89
14,2025-06-18,1,90
14,2025-06-20,2,92
14,2025-06-22,1,93
14,2025-06-24,2,95
14,2025-06-28,2,97
14,2025-06-29,1,98
14,2025-07-02,1,99
14,2025-07-04,1,100
14,2025-07-06,1,101
14,2025-07-09,1,102
14,2025-07-11,1,103
14,2025-07-12,2,105
14,2025-07-13,1,106
14,2025-07-15,1,107
14,2025-07-16,1,108
14,2025-07-17,1,109
14,2025-07-19,1,110
14,2025-07-29,2,112
14,2025-07-31,1,113
14,2025-08-01,1,114
14,2025-08-03,1,115
14,2025-08-04,2,117
14,2025-08-05,1,118
14,2025-08-07,2,120
14,2025-08-08,2,122
14,2025-08-11,1,123
14,2025-08-13,2,125
14,2025-08-15,1,126
14,2025-08-17,1,127
14,2025-08-20,1,128
14,2025-08-22,1,129
14,2025-08-23,3,132
14,2025-08-27,2,134
14,2025-08-31,1,135
14,2025-09-01,1,136
14,2025-09-04,1,137
14,2025-09-10,1,138
14,2025-09-11,1,139
14,2025-09-12,3,142
14,2025-09-14,1,143
14,2025-09-15,2,145
14,2025-09-16,2,147
14,2025-09-17,1,148
14,2025-09-19,1,149
14,2025-09-20,1,150
14,2025-09-22,1,151
14,2025-09-24,1,152
14,2025-09-27,1,153
14,2025-10-05,1,154
14,2025-10-11,1,155
14,2025-10-14,3,158
14,2025-10-16,1,159
14,2025-10-17,1,160
14,2025-10-21,1,161
14,2025-10-24,1,162
14,2025-10-25,1,163
14,2025-10-29,2,165
14,2025-11-01,1,166
14,2025-11-03,2,168
14,2025-11-08,1,169
14,2025-11-11,1,170
14,2025-11-15,2,172
14,2025-11-17,1,173
14,2025-11-24,1,174
14,2025-11-28,1,175
14,2025-12-01,2,177
14,2025-12-02,3,180
14,2025-12-03,1,181
14,2025-12-05,1,182
14,2025-12-08,1,183
14,2025-12-10,1,184
14,2025-12-11,1,185
14,2025-12-14,3,188
14,2025-12-16,1,189
14,2025-12-18,1,190
14,2025-12-26,1,191
14,2025-12-28,1,192
14,2025-12-29,2,194
15,2025-01-02,1,1
15,2025-01-05,1,2
15,2025-01-08,1,3
15,2025-01-09,1,4
15,2025-01-11,2,6
15,2025-01-12,2,8
15,2025-01-16,1,9
15,2025-01-22,1,10
15,2025-01-25,1,11
15,2025-01-28,1,12
15,2025-01-30,1,13
15,2025-01-31,1,14
15,2025-02-03,1,15
15,2025-02-05,1,16
15,2025-02-06,1,17
15,2025-02-07,1,18
15,2025-02-17,1,19
15,2025-02-20,2,21
15,2025-03-01,2,23
15,2025-03-03,1,24
15,2025-03-08,2,26
15,2025-03-09,1,27
15,2025-03-18,1,28
15,2025-03-21,1,29
15,2025-03-23,1,30
15,2025-03-25,1,31
15,2025-03-26,1,32
15,2025-03-31,1,33
15,2025-04-03,1,34
15,2025-04-05,3,37
15,2025-04-06,2,39
15,2025-04-08,2,41
15,2025-04-10,2,43
15,2025-04-15,2,45
15,2025-04-18,1,46
15,2025-04-21,1,47
15,2025-04-22,1,48
15,2025-04-25,1,49
15,2025-04-26,1,50
15,2025-04-27,2,52
15,2025-04-29,1,53
15,2025-04-30,1,54
15,2025-05-01,1,55
15,2025-05-04,1,56
15,2025-05-05,1,57
15,2025-05-06,1,58
15,2025-05-07,1,59
15,2025-05-08,2,61
15,2025-05-11,1,62
15,2025-05-25,1,63
15,2025-05-26,1,64
15,2025-05-31,1,65
15,2025-06-03,1,66
15,2025-06-07,2,68
15,2025-06-09,1,69
15,2025-06-14,1,70
15,2025-06-15,1,71
15,2025-06-20,2,73
15,2025-06-22,1,74
15,2025-06-23,1,75
15,2025-06-25,1,76
15,2025-06-26,1,77
15,2025-06-30,1,78
15,2025-07-04,2,80
15,2025-07-06,1,81
15,2025-07-07,3,84
15,2025-07-10,1,85
15,2025-07-11,2,87
15,2025-07-16,1,88
15,2025-07-18,1,89
15,2025-07-19,1,90
15,2025-07-21,1,91
15,2025-07-23,1,92
15,2025-07-24,1,93
15,2025-07-25,1,94
15,2025-07-31,1,95
15,2025-08-01,2,97
15,2025-08-02,1,98
15,2025-08-03,1,99
15,2025-08-05,1,100
15,2025-08-06,1,101
15,2025-08-07,1,102
15,2025-08-08,2,104
15,2025-08-11,1,105
15,2025-08-13,1,106
15,2025-08-14,1,107
15,2025-08-16,1,108
15,2025-08-18,3,111
15,2025-08-19,1,112
15,2025-08-20,1,113
15,2025-08-22,1,114
15,2025-08-24,1,115
15,2025-08-26,1,116
15,2025-08-29,1,117
15,2025-09-03,2,119
15,2025-09-04,1,120
15,2025-09-10,1,121
15,2025-09-12,1,122
15,2025-09-13,1,123
15,2025-09-15,1,124
15,2025-09-16,1,125
15,2025-09-17,1,126
15,2025-09-20,2,128
15,2025-09-24,1,129
15,2025-09-26,1,130
15,2025-09-28,1,131
15,2025-10-02,1,132
15,2025-10-03,1,133
15,2025-10-04,1,134
15,2025-10-05,2,136
15,2025-10-06,1,137
15,2025-10-07,1,138
15,2025-10-10,1,139
15,2025-10-14,1,140
15,2025-10-15,1,141
15,2025-10-20,1,142
15,2025-10-22,1,143
15,2025-10-23,1,144
15,2025-10-25,1,145
15,2025-10-29,1,146
15,2025-11-01,2,148
15,2025-11-05,1,149
15,2025-11-09,1,150
15,2025-11-12,1,151
15,2025-11-14,1,152
15,2025-11-17,1,153
15,2025-11-18,1,154
15,2025-11-19,1,155
15,2025-11-26,1,156
15,2025-11-27,1,157
15,2025-12-01,1,158
15,2025-12-03,2,160
15,2025-12-05,1,161
15,2025-12-08,1,162
15,2025-12-10,2,164
15,2025-12-13,1,165
15,2025-12-15,1,166
15,2025-12-16,1,167
15,2025-12-18,1,168
15,2025-12-21,1,169
15,2025-12-22,1,170
16,2025-01-02,1,1
16,2025-01-03,1,2
16,2025-01-08,2,4
16,2025-01-09,1,5
16,2025-01-10,1,6
16,2025-01-13,1,7
16,2025-01-14,1,8
16,2025-01-15,1,9
16,2025-01-19,1,10
16,2025-01-25,2,12
